,WWWSEX,WWWWHITE,W12EDUC3,AGE65PLM,WWWBLACK,AGE4049M,W1FIPCOM,AGE5059M,W2TOTCL,AGE3039,W2FIPCOM,WWWHOMLN,W1TRUAM2,AGE1829,EDUCAT4,WWWBRNUS,W2CIVLIB,WWWHISP,CENSDIV,WWWEDU3,WWWAGEC1,WWWEDU5,W1STATE,AGE6064M,W12RACE4,W2SECURE,WWWRACE4,RAC3,WWWRACE3,NEWRACE,WWWAGE,COMPLET2,IMPHISP,RACES,W12OTHET,USAWT2CC,USAWT2NC,RACWT1RV,W2MISSCL,USAWT2RC,USAWT1RV,RHWT2CC,RHWT2RC,MULT2,W3IWER4_A
1851,-1,1,-1.0,-1.0,-1,-1.0,-1.0,-1.0,1.0000000000000002,1.0,0.4285714285714285,-1.0,-1.0,-1.0,-0.33333333333333326,1.0,0.8181818181818183,-1,0.35483870967741926,0.0,-0.33333333333333326,-0.5,0.6727272727272726,-1.0,-0.9999999999999999,-0.6363636363636362,-0.9999999999999999,-1.0,-1,-1.0,-0.452054794520548,0.0,0.1428571428571428,-0.9999999999999999,-1.0,0.12813167271437442,0.12280135716711582,-1.0,-0.8,-1.0,-1.0,-0.43779892973828405,-1.0,-1.0,1
1824,1,1,1.0,-1.0,-1,-1.0,-1.0,-1.0,1.0000000000000002,-1.0,0.4285714285714285,1.0,-1.0,1.0,1.0,-1.0,-0.2727272727272727,-1,-0.935483870967742,1.0,-0.6666666666666666,1.0,0.49090909090909074,-1.0,-0.9999999999999999,0.4545454545454546,-0.9999999999999999,-1.0,-1,-1.0,-0.726027397260274,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.8251138817581017,-0.8264867579218329,-1.0,-0.8,-1.0,-1.0,-0.9128460221200259,-1.0,-1.0,1
1888,-1,1,-1.0,-1.0,-1,1.0,-1.0,-1.0,1.0000000000000002,-1.0,-0.1428571428571429,-1.0,-1.0,-1.0,-0.9999999999999999,1.0,0.6363636363636365,-1,-0.935483870967742,-1.0,0.0,-1.0,0.2727272727272727,-1.0,-0.9999999999999999,-0.4545454545454545,-0.9999999999999999,-1.0,-1,-1.0,-0.20547945205479468,0.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.46481359418491286,-0.46723042000418513,-1.0,-0.8,-1.0,-1.0,-0.7332914433518742,-1.0,-1.0,1
1321,-1,1,0.0,-1.0,-1,-1.0,-0.1428571428571429,1.0,1.0000000000000002,-1.0,0.4285714285714285,-1.0,0.6000000000000001,-1.0,0.3333333333333335,1.0,-0.6363636363636362,-1,0.29032258064516125,0.0,0.33333333333333326,0.0,0.8181818181818181,-1.0,-0.9999999999999999,0.8181818181818183,-0.9999999999999999,-1.0,-1,-1.0,-0.09589041095890427,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.8263470746832787,-1.0,-0.7374492194310919,-0.8,-0.7807022292746315,-0.7757253460531678,-0.9134605801534885,-0.8853231783632394,-1.0,1
622,1,1,1.0,1.0,-1,-1.0,0.9999999999999999,-1.0,1.0000000000000002,-1.0,0.9999999999999999,-1.0,-0.19999999999999996,-1.0,1.0,1.0,-0.09090909090909083,-1,-1.0,1.0,0.9999999999999998,0.5,-0.20000000000000007,-1.0,-0.9999999999999999,0.2727272727272727,-0.9999999999999999,-1.0,-1,-1.0,0.7534246575342467,0.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.8864064235530021,-1.0,-0.8855245771735127,-0.8,-0.8580196922902561,-0.9022134469219517,-0.9433909783778448,-0.925754601292486,-1.0,1
1698,-1,1,1.0,-1.0,-1,-1.0,-1.0,1.0,1.0000000000000002,-1.0,0.9999999999999999,-1.0,-1.0,-1.0,1.0,1.0,0.6363636363636365,-1,0.41935483870967727,1.0,0.33333333333333326,1.0,0.709090909090909,-1.0,-0.9999999999999999,-0.4545454545454545,-0.9999999999999999,-1.0,-1,-1.0,-0.041095890410958846,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.8523577339132746,-0.8503367511243227,-1.0,-0.8,-1.0,-1.0,-0.9264229149686382,-1.0,-1.0,1
2101,1,-1,-1.0,1.0,-1,-1.0,-1.0,-1.0,1.0000000000000002,-1.0,0.4285714285714285,-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,-0.6363636363636362,1,0.29032258064516125,-1.0,0.9999999999999998,-1.0,-0.6000000000000001,-1.0,0.3333333333333335,0.8181818181818183,0.3333333333333335,-1.0,-1,-1.0,0.5342465753424659,0.0,-0.9999999999999999,-0.9999999999999999,-1.0,-0.9333465892874694,-0.9225536062583487,-1.0,-0.8,-1.0,-1.0,-0.922917986993793,-1.0,-1.0,1
1231,1,1,1.0,-1.0,-1,1.0,0.9999999999999999,-1.0,1.0000000000000002,-1.0,0.9999999999999999,-1.0,-1.0,-1.0,1.0,1.0,0.09090909090909105,-1,0.35483870967741926,1.0,0.0,1.0,-0.0181818181818183,-1.0,-0.9999999999999999,0.09090909090909105,-0.9999999999999999,-1.0,-1,-1.0,-0.20547945205479468,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.7351800272323759,-1.0,-0.7358570825543214,-0.8,-0.6662776745396155,-0.7743653198276634,-0.8680277526838123,-0.825487438990156,-1.0,1
549,1,1,-1.0,-1.0,-1,-1.0,0.9999999999999999,1.0,1.0000000000000002,-1.0,0.9999999999999999,-1.0,-0.6,-1.0,-0.33333333333333326,1.0,0.8181818181818183,-1,-0.3548387096774195,0.0,0.33333333333333326,-0.5,-0.09090909090909094,-1.0,-0.9999999999999999,-0.6363636363636362,-0.9999999999999999,-1.0,-1,-1.0,-0.013698630136986356,0.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.7970991855686038,-1.0,-0.7096857904714421,-0.8,-0.741992977774006,-0.7520094256175311,-0.8988849814350052,-0.8650810486080552,-1.0,1
278,-1,-1,-1.0,1.0,1,-1.0,0.9999999999999999,-1.0,1.0000000000000002,-1.0,0.4285714285714285,-1.0,1.0,-1.0,-0.33333333333333326,1.0,0.09090909090909105,-1,-0.29032258064516125,0.0,0.9999999999999998,-0.5,0.018181818181818077,-1.0,-0.33333333333333326,0.09090909090909105,-0.33333333333333326,0.0,0,0.0,0.42465753424657526,-1.0,0.1428571428571428,-0.5999999999999999,-1.0,-0.9872136981030809,-1.0,-0.865534367482318,-0.8,-0.9892039971724426,-0.9463551064988008,-0.9855354425927589,-0.9892039971723657,-1.0,1
2473,1,1,1.0,-1.0,-1,-1.0,-1.0,1.0,0.4545454545454546,-1.0,0.9999999999999999,-1.0,-1.0,-1.0,1.0,1.0,0.2727272727272727,-1,0.29032258064516125,1.0,0.33333333333333326,1.0,-0.6000000000000001,-1.0,-0.9999999999999999,-0.6363636363636362,-0.9999999999999999,-1.0,-1,-1.0,0.013698630136986134,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.9962526019555532,-0.996251415569644,-1.0,-0.19999999999999996,-1.0,-1.0,-0.9981324953086955,-1.0,-1.0,1
2553,1,1,1.0,1.0,-1,-1.0,-1.0,-1.0,1.0000000000000002,-1.0,0.9999999999999999,-1.0,-1.0,-1.0,1.0,-1.0,0.09090909090909105,-1,-0.935483870967742,1.0,0.9999999999999998,0.5,0.2727272727272727,-1.0,-0.9999999999999999,0.09090909090909105,-0.9999999999999999,-1.0,-1,-1.0,0.36986301369863006,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.9983585833027464,-0.9983714686127794,-1.0,-0.8,-1.0,-1.0,-0.9991820048615002,-1.0,-1.0,1
999,1,-1,1.0,-1.0,-1,1.0,0.9999999999999999,-1.0,1.0000000000000002,-1.0,0.9999999999999999,-1.0,-0.19999999999999996,-1.0,1.0,1.0,1.0000000000000002,-1,-0.3548387096774195,1.0,0.0,1.0,0.9636363636363636,-1.0,1.0,-0.8181818181818181,1.0,1.0,1,1.0,-0.26027397260273966,-1.0,0.1428571428571428,0.6000000000000001,1.0,-0.7484277608991954,-1.0,-0.6998446885366764,-0.8,-0.7495911734776797,-0.6275285914864942,-0.8746297214312075,-0.8690543536289936,-1.0,1
1439,1,1,0.0,-1.0,-1,-1.0,0.4285714285714285,1.0,1.0000000000000002,-1.0,0.4285714285714285,-1.0,0.6000000000000001,-1.0,0.3333333333333335,1.0,0.6363636363636365,-1,-0.29032258064516125,0.0,0.33333333333333326,0.0,-0.34545454545454546,-1.0,-0.9999999999999999,-0.4545454545454545,-0.9999999999999999,-1.0,-1,-1.0,0.041095890410958846,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.7260751626844029,-1.0,-0.6242986862007556,-0.8,-0.6548038550307241,-0.6790705327285205,-0.8634903704640444,-0.8194874639380783,-1.0,1
117,1,-1,1.0,1.0,-1,-1.0,0.4285714285714285,-1.0,0.8181818181818183,-1.0,0.9999999999999999,-1.0,-0.19999999999999996,-1.0,1.0,1.0,0.6363636363636365,-1,0.9999999999999998,1.0,0.9999999999999998,0.5,-0.8181818181818182,-1.0,1.0,-0.6363636363636362,1.0,1.0,1,1.0,0.5890410958904109,-1.0,0.1428571428571428,0.6000000000000001,1.0,-0.985043390933212,-1.0,-0.9884203177679879,-0.6000000000000001,-0.982056998949404,-0.9856304373557455,-0.9925464182699192,-0.9906171124115623,-1.0,1
921,-1,1,-1.0,-1.0,-1,1.0,0.1428571428571428,-1.0,1.0000000000000002,-1.0,-0.1428571428571429,-1.0,0.6000000000000001,-1.0,-0.33333333333333326,1.0,0.8181818181818183,-1,-0.935483870967742,0.0,0.0,-0.5,0.49090909090909074,-1.0,-0.9999999999999999,-0.6363636363636362,-0.9999999999999999,-1.0,-1,-1.0,-0.17808219178082196,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.8326422257965003,-1.0,-0.7674181084690671,-0.8,-0.7901169866747206,-0.8013252022166358,-0.9165977500237487,-0.8902464133398107,-1.0,1
2780,-1,-1,1.0,-1.0,1,-1.0,-1.0,1.0,1.0000000000000002,-1.0,0.9999999999999999,1.0,-1.0,-1.0,1.0,1.0,1.0000000000000002,-1,0.29032258064516125,1.0,0.33333333333333326,1.0,0.8181818181818181,-1.0,-0.33333333333333326,-0.8181818181818181,-0.33333333333333326,0.0,0,0.0,-0.12328767123287676,-1.0,0.1428571428571428,-0.5999999999999999,-1.0,-0.9711805356351353,-0.9776686256260897,-1.0,-0.8,-1.0,-1.0,-0.967397860607682,-1.0,-1.0,1
2852,1,-1,0.0,1.0,1,-1.0,-1.0,-1.0,1.0000000000000002,-1.0,0.4285714285714285,-1.0,-1.0,-1.0,0.3333333333333335,1.0,0.2727272727272727,-1,-0.935483870967742,0.0,0.9999999999999998,0.0,0.49090909090909074,-1.0,-0.33333333333333326,-0.09090909090909083,-0.33333333333333326,0.0,0,0.0,0.726027397260274,-1.0,0.1428571428571428,-0.5999999999999999,-1.0,-0.9654647859488209,-0.9681091773998496,-1.0,-0.8,-1.0,-1.0,-0.9609318949104247,-1.0,-1.0,1
2505,-1,-1,0.0,-1.0,-1,1.0,-1.0,-1.0,1.0000000000000002,-1.0,0.4285714285714285,-1.0,-1.0,-1.0,0.3333333333333335,1.0,-0.09090909090909083,1,0.41935483870967727,0.0,0.0,0.0,0.709090909090909,-1.0,0.3333333333333335,0.2727272727272727,0.3333333333333335,-1.0,-1,-1.0,-0.28767123287671237,-1.0,-0.9999999999999999,-0.9999999999999999,-1.0,-0.9976169359542719,-0.9978513208324139,-1.0,-0.8,-1.0,-1.0,-0.9972440814085983,-1.0,-1.0,1
1276,-1,1,0.0,-1.0,-1,-1.0,0.9999999999999999,1.0,1.0000000000000002,-1.0,0.9999999999999999,-1.0,-0.19999999999999996,-1.0,0.3333333333333335,1.0,-0.4545454545454545,-1,0.29032258064516125,0.0,0.33333333333333326,0.0,-0.6000000000000001,-1.0,-0.9999999999999999,0.6363636363636365,-0.9999999999999999,-1.0,-1,-1.0,0.12328767123287654,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.7395432054317999,-1.0,-0.6062079887588762,-0.8,-0.6710818760184261,-0.6636171987120677,-0.8702021295874428,-0.8279996877661585,-1.0,1
1799,-1,1,1.0,-1.0,-1,-1.0,-1.0,1.0,0.2727272727272727,-1.0,-0.1428571428571429,-1.0,-1.0,-1.0,1.0,1.0,-0.09090909090909083,-1,-0.3548387096774195,1.0,0.33333333333333326,1.0,-0.4181818181818182,-1.0,-0.9999999999999999,-0.4545454545454545,-0.9999999999999999,-1.0,-1,-1.0,0.041095890410958846,0.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.6408051326193833,-0.6398552837000211,-1.0,0.0,-1.0,-1.0,-0.8209963041034829,-1.0,-1.0,1
757,-1,1,1.0,-1.0,-1,-1.0,0.9999999999999999,-1.0,1.0000000000000002,1.0,0.9999999999999999,-1.0,-0.19999999999999996,-1.0,1.0,-1.0,0.6363636363636365,-1,0.29032258064516125,1.0,-0.33333333333333326,1.0,0.3090909090909091,-1.0,-0.9999999999999999,-0.4545454545454545,-0.9999999999999999,-1.0,-1,-1.0,-0.47945205479452047,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.8403515830341746,-1.0,-0.8044681944481478,-0.8,-0.7961239849876027,-0.8329739186807676,-0.9204396853180424,-0.893387637584043,-1.0,1
1534,1,1,1.0,-1.0,-1,-1.0,-1.0,-1.0,1.0000000000000002,1.0,0.9999999999999999,1.0,-1.0,-1.0,1.0,1.0,0.8181818181818183,-1,-0.3548387096774195,1.0,-0.33333333333333326,0.5,0.38181818181818183,-1.0,-0.9999999999999999,-0.6363636363636362,-0.9999999999999999,-1.0,-1,-1.0,-0.5616438356164384,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.7303072291050714,-0.7295368413762244,-1.0,-0.8,-1.0,-1.0,-0.8655994082019542,-1.0,-1.0,1
249,-1,1,0.0,-1.0,-1,-1.0,0.9999999999999999,1.0,1.0000000000000002,-1.0,0.9999999999999999,-1.0,-0.19999999999999996,-1.0,0.3333333333333335,-1.0,1.0000000000000002,-1,0.41935483870967727,0.0,0.33333333333333326,0.0,0.709090909090909,-1.0,-0.9999999999999999,-0.8181818181818181,-0.9999999999999999,-1.0,-1,-1.0,-0.06849315068493156,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.9961586856564212,-1.0,-0.9941922079489008,-0.8,-0.9951489923324156,-0.9950389004762608,-0.998085692399766,-0.9974632749835546,-1.0,1
993,-1,1,1.0,1.0,-1,-1.0,0.9999999999999999,-1.0,0.8181818181818183,-1.0,0.9999999999999999,-1.0,-0.19999999999999996,-1.0,1.0,1.0,-0.09090909090909083,-1,0.29032258064516125,1.0,0.9999999999999998,0.5,0.3090909090909091,-1.0,-0.9999999999999999,0.09090909090909105,-0.9999999999999999,-1.0,-1,-1.0,0.36986301369863006,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.9201757915169837,-1.0,-0.9022340972240739,-0.6000000000000001,-0.8980619924938014,-0.9164869593403838,-0.9602198426590877,-0.9466938187920215,-1.0,1
2432,-1,-1,-1.0,1.0,-1,-1.0,-1.0,-1.0,1.0000000000000002,-1.0,0.4285714285714285,-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,-0.09090909090909083,1,0.41935483870967727,-1.0,0.9999999999999998,-1.0,0.709090909090909,-1.0,0.3333333333333335,0.2727272727272727,0.3333333333333335,-1.0,-1,-1.0,0.6438356164383559,-1.0,-0.9999999999999999,-0.9999999999999999,-1.0,-0.9929263965861888,-0.993840083899008,-1.0,-0.8,-1.0,-1.0,-0.991819659571717,-1.0,-1.0,1
1174,1,1,0.0,-1.0,-1,-1.0,0.7142857142857141,1.0,1.0000000000000002,-1.0,0.9999999999999999,-1.0,0.6000000000000001,-1.0,0.3333333333333335,1.0,0.4545454545454546,-1,-0.3548387096774195,0.0,0.33333333333333326,0.0,-0.38181818181818183,-1.0,-0.9999999999999999,-0.2727272727272727,-0.9999999999999999,-1.0,-1,-1.0,0.06849315068493156,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.7353395694624629,-1.0,-0.6370052732785076,-0.8,-0.6664787273663297,-0.689924682213511,-0.8681072600806342,-0.825592575030006,-1.0,1
1179,-1,1,0.0,-1.0,-1,1.0,0.9999999999999999,-1.0,1.0000000000000002,-1.0,0.9999999999999999,-1.0,0.20000000000000018,-1.0,0.3333333333333335,1.0,0.8181818181818183,-1,-0.29032258064516125,0.0,0.0,0.0,0.34545454545454546,-1.0,-0.9999999999999999,-0.6363636363636362,-0.9999999999999999,-1.0,-1,-1.0,-0.15068493150684925,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.7312667999529457,-1.0,-0.6515491962120059,-0.8,-0.6586445448078593,-0.7023483104193928,-0.8660776074854457,-0.8214958660076084,-1.0,1
844,-1,1,1.0,1.0,-1,-1.0,-0.1428571428571429,-1.0,1.0000000000000002,-1.0,0.4285714285714285,-1.0,-0.19999999999999996,-1.0,1.0,1.0,0.4545454545454546,-1,0.9999999999999998,1.0,0.9999999999999998,1.0,-0.8181818181818182,-1.0,-0.9999999999999999,-0.2727272727272727,-0.9999999999999999,-1.0,-1,-1.0,0.34246575342465735,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.823748661883125,-1.0,-0.7506873396984532,-0.8,-0.7787312115227655,-0.7870335388357419,-0.9121656688478851,-0.884292479097992,-1.0,1
1737,1,1,1.0,-1.0,-1,1.0,-1.0,-1.0,1.0000000000000002,-1.0,0.9999999999999999,-1.0,-1.0,-1.0,1.0,1.0,0.2727272727272727,-1,-0.3548387096774195,1.0,0.0,0.5,0.38181818181818183,-1.0,-0.9999999999999999,-0.09090909090909083,-0.9999999999999999,-1.0,-1,-1.0,-0.3150684931506851,0.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.9466632250817185,-0.9465108665413384,-1.0,-0.8,-1.0,-1.0,-0.9734197765484859,-1.0,-1.0,1
625,-1,1,1.0,1.0,-1,-1.0,0.7142857142857141,-1.0,1.0000000000000002,-1.0,0.4285714285714285,-1.0,0.6000000000000001,-1.0,1.0,1.0,-0.2727272727272727,-1,0.29032258064516125,1.0,0.9999999999999998,0.5,0.3090909090909091,-1.0,-0.9999999999999999,0.4545454545454546,-0.9999999999999999,-1.0,-1,-1.0,0.42465753424657526,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.9201757915169837,-1.0,-0.9022340972240739,-0.8,-0.8980619924938014,-0.9164869593403838,-0.9602198426590877,-0.9466938187920215,-1.0,1
1410,1,1,0.0,-1.0,-1,1.0,0.7142857142857141,-1.0,1.0000000000000002,-1.0,0.9999999999999999,-1.0,-0.19999999999999996,-1.0,0.3333333333333335,1.0,-0.2727272727272727,-1,0.9999999999999998,0.0,0.0,0.0,0.8909090909090909,-1.0,-0.9999999999999999,0.4545454545454546,-0.9999999999999999,-1.0,-1,-1.0,-0.17808219178082196,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.3921373770584684,-1.0,-0.17206889720317453,-0.8,-0.23511031544659966,-0.2927693409663713,-0.6970734662846978,-0.600018196093711,-1.0,1
2206,1,1,0.0,1.0,-1,-1.0,-1.0,-1.0,0.6363636363636365,-1.0,0.4285714285714285,-1.0,-1.0,-1.0,0.3333333333333335,1.0,0.09090909090909105,-1,0.41935483870967727,0.0,0.9999999999999998,0.0,0.709090909090909,-1.0,-0.9999999999999999,-0.2727272727272727,-0.9999999999999999,-1.0,-1,-1.0,0.34246575342465735,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.9980312571520805,-0.9980397359815509,-1.0,-0.4,-1.0,-1.0,-0.999018882845859,-1.0,-1.0,1
416,1,-1,-1.0,-1.0,1,-1.0,0.4285714285714285,1.0,1.0000000000000002,-1.0,-0.1428571428571429,1.0,0.20000000000000018,-1.0,-0.33333333333333326,-1.0,0.6363636363636365,-1,-0.935483870967742,0.0,0.33333333333333326,-0.5,0.2727272727272727,-1.0,-0.33333333333333326,-0.4545454545454545,-0.33333333333333326,0.0,0,0.0,0.013698630136986134,-1.0,0.1428571428571428,-0.5999999999999999,-1.0,-0.9648038308122521,-1.0,-0.8494633625597331,-0.8,-0.9538592901856832,-0.9399435994734686,-0.9601841866523021,-0.9538592901857168,-1.0,1
3117,1,1,-1.0,1.0,-1,-1.0,-1.0,-1.0,1.0000000000000002,-1.0,0.4285714285714285,-1.0,-1.0,-1.0,-0.9999999999999999,1.0,-0.09090909090909083,-1,0.29032258064516125,-1.0,0.9999999999999998,-1.0,0.3090909090909091,-1.0,-0.9999999999999999,0.2727272727272727,-0.9999999999999999,-1.0,-1,-1.0,0.47945205479452047,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.598431636030156,-0.597795168842977,-1.0,-0.8,-1.0,-1.0,-0.79987959786305,-1.0,-1.0,1
648,-1,1,1.0,-1.0,-1,1.0,0.9999999999999999,-1.0,1.0000000000000002,-1.0,0.9999999999999999,-1.0,0.20000000000000018,-1.0,1.0,1.0,0.8181818181818183,-1,-0.3548387096774195,1.0,0.0,0.5,-0.4181818181818182,-1.0,-0.9999999999999999,-0.6363636363636362,-0.9999999999999999,-1.0,-1,-1.0,-0.15068493150684925,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.8856035410987925,-1.0,-0.839493792371645,-0.8,-0.8555037554473753,-0.862893288322572,-0.9429908642901268,-0.9244389488824102,-1.0,1
1692,1,1,1.0,-1.0,-1,-1.0,-1.0,-1.0,0.2727272727272727,-1.0,0.7142857142857141,-1.0,-1.0,-1.0,1.0,1.0,-0.09090909090909083,-1,-0.935483870967742,1.0,0.6666666666666667,1.0,0.2727272727272727,1.0,-0.9999999999999999,-0.4545454545454545,-0.9999999999999999,-1.0,-1,-1.0,0.23287671232876694,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.9125492925751839,-0.9132357906971282,-1.0,0.0,-1.0,-1.0,-0.956419199550459,-1.0,-1.0,1
3258,1,-1,-1.0,-1.0,-1,-1.0,-1.0,1.0,0.2727272727272727,-1.0,0.4285714285714285,-1.0,-1.0,-1.0,-0.33333333333333326,1.0,-0.2727272727272727,1,0.9999999999999998,0.0,0.33333333333333326,-0.5,-0.8181818181818182,-1.0,0.3333333333333335,-0.2727272727272727,0.3333333333333335,-1.0,-1,-1.0,0.013698630136986134,0.0,-0.9999999999999999,-0.9999999999999999,-1.0,-0.7999992837642176,-0.7979530225727165,-1.0,0.0,-1.0,-1.0,-0.7687071427352742,-1.0,-1.0,1
2771,1,-1,0.0,1.0,1,-1.0,-1.0,-1.0,1.0000000000000002,-1.0,0.4285714285714285,-1.0,-1.0,-1.0,0.3333333333333335,1.0,0.8181818181818183,-1,0.29032258064516125,0.0,0.9999999999999998,0.0,-0.5636363636363637,-1.0,-0.33333333333333326,-0.6363636363636362,-0.33333333333333326,0.0,0,0.0,0.28767123287671237,-1.0,0.1428571428571428,-0.5999999999999999,-1.0,-0.9923704966991538,-0.9921502158050306,-1.0,-0.8,-1.0,-1.0,-0.9913690925356097,-1.0,-1.0,1
749,1,1,1.0,1.0,-1,-1.0,0.9999999999999999,-1.0,-1.0,-1.0,-1.0,1.0,0.20000000000000018,-1.0,1.0,1.0,-1.0,-1,-1.0,1.0,0.9999999999999998,1.0,-0.12727272727272732,-1.0,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,-1,-1.0,0.726027397260274,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-1.0,-1.0,-0.8855245771735127,-1.0,-1.0,-0.9022134469219517,-1.0,-1.0,-1.0,1
1485,1,1,0.0,-1.0,-1,-1.0,0.9999999999999999,-1.0,-1.0,1.0,-1.0,-1.0,-0.19999999999999996,-1.0,0.3333333333333335,1.0,-1.0,-1,-0.3548387096774195,0.0,-0.33333333333333326,0.0,-0.4181818181818182,-1.0,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,-1,-1.0,-0.5342465753424658,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-1.0,-1.0,-0.24145060338598223,-1.0,-1.0,-0.35203619254705565,-1.0,-1.0,-1.0,0
2066,-1,1,1.0,-1.0,-1,-1.0,0.4285714285714285,-1.0,-1.0,-1.0,-1.0,-1.0,-0.19999999999999996,1.0,1.0,1.0,-1.0,-1,-0.935483870967742,1.0,-0.6666666666666666,0.5,0.2727272727272727,-1.0,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,-1,-1.0,-0.726027397260274,0.0,0.1428571428571428,-0.9999999999999999,-1.0,-1.0,-1.0,-0.5319329533267236,-1.0,-1.0,-0.6001703948885433,-1.0,-1.0,-1.0,0
1054,-1,1,0.0,-1.0,-1,1.0,0.9999999999999999,-1.0,1.0000000000000002,-1.0,0.9999999999999999,-1.0,-0.19999999999999996,-1.0,0.3333333333333335,1.0,-0.09090909090909083,-1,0.41935483870967727,0.0,0.0,0.0,-0.23636363636363644,-1.0,-0.9999999999999999,0.2727272727272727,-0.9999999999999999,-1.0,-1,-1.0,-0.20547945205479468,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.7095144836607865,-1.0,-0.5608067130471215,-0.8,-0.633160074643202,-0.624834775833913,-0.8552374052325314,-0.8081693372885679,-1.0,0
248,-1,1,0.0,-1.0,-1,-1.0,0.4285714285714285,1.0,-1.0,-1.0,-1.0,-1.0,0.6000000000000001,-1.0,0.3333333333333335,1.0,-1.0,-1,0.41935483870967727,0.0,0.33333333333333326,0.0,0.709090909090909,-1.0,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,-1,-1.0,0.06849315068493156,0.0,0.1428571428571428,-0.9999999999999999,-1.0,-1.0,-1.0,-0.9970961039745717,-1.0,-1.0,-0.9975194502381304,-1.0,-1.0,-1.0,0
1718,1,1,0.0,-1.0,-1,1.0,-1.0,-1.0,1.0000000000000002,-1.0,0.9999999999999999,-1.0,-1.0,-1.0,0.3333333333333335,1.0,0.09090909090909105,-1,0.35483870967741926,0.0,0.0,0.0,-0.2727272727272728,-1.0,-0.9999999999999999,0.09090909090909105,-0.9999999999999999,-1.0,-1,-1.0,-0.26027397260273966,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.924737111423237,-0.925061247813068,-1.0,-0.8,-1.0,-1.0,-0.9624929628941549,-1.0,-1.0,0
2248,1,-1,-1.0,1.0,-1,-1.0,-1.0,-1.0,0.8181818181818183,-1.0,-0.1428571428571429,-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.09090909090909105,1,0.41935483870967727,-1.0,0.9999999999999998,-1.0,0.709090909090909,-1.0,0.3333333333333335,-0.09090909090909083,0.3333333333333335,-1.0,-1,-1.0,0.42465753424657526,-1.0,-0.9999999999999999,-0.9999999999999999,-1.0,-0.9968427205252527,-0.9963314719119897,-1.0,-0.6000000000000001,-1.0,-1.0,-0.9963487321213312,-1.0,-1.0,0
1169,1,1,0.0,-1.0,-1,-1.0,0.4285714285714285,-1.0,1.0000000000000002,-1.0,-0.1428571428571429,-1.0,0.20000000000000018,-1.0,0.3333333333333335,1.0,0.2727272727272727,-1,0.29032258064516125,0.0,0.6666666666666667,0.0,-0.6000000000000001,1.0,-0.9999999999999999,-0.09090909090909083,-0.9999999999999999,-1.0,-1,-1.0,0.20547945205479445,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.9392448965891885,-1.0,-0.9297418092697353,-0.8,-0.9237911527056785,-0.9399844427093892,-0.9697228745655384,-0.9601483026507242,-1.0,0
