,CL7R,CL1R,CL5R,MOD,CT2BIN,DEMOC,CL2R,FEMALE,COLGRD,CL9R,CON,WWWWHITE,SOMCOL,INDEP,BABS,REPUB,CL8R,AGE65PLM,COMHS,AGE4049M,IWER3,CD4A_A,W12EDUC3,PTYID3,W2TOTCL,WWWBLACK,STRATA,AGE3039,VPROUD,FIPCOM,DOG6R,LIB,DOG3R,AGE5059M,P17_A,CL7,W1TRUAM2,F3,DOG4R,CD7_A,WWWHOMLN,CD15,CT1A,PROUD,AGE1829,CL9,SEC5,COMPLET2,ADVDEG,GT2,CENSDIV,W2CIVLIB,EDUCAT4,WWWAGEC1,CL1,CL2,INCA,W1STATE,CL5,FIP2,X1,CL4A,WWWEDU3,INCOME,B1,MEANFR,CL6B,FIP1,WWWEDU5,CL10R,CD8,W2SECURE,SEC4,WWWHISP,CL8,WWWAGE,IWER1,CD6,CLPROP,WWWRACE3,WWWRACE4,NEWRACE,MNDOG,AGE6064M,V1_B,POLINT,RI2_A,LOPROU,B2,LTHS,DOG2R,USAWT2RC,DOG5R,USAWT1RV,DOG1R,WWWBRNUS,PFR5R,F5,PFR1R,DG3,W3IWER4_A
18,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,0.0,0.8181818181818183,-1,1.0,-1.0,-1.0,0.5,-1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-0.33333333333333326,-1.0,0.0,-1.0,-1.0,-0.9999999999999999,-1.0,-1.0,0.33333333333333326,-0.33333333333333326,-1.0,-1.0,-1.0,-0.3548387096774195,0.4545454545454546,1.0,0.33333333333333326,0.1428571428571428,0.1428571428571428,-1.0,0.40740740740740744,-0.9999999999999999,-0.9999999999999999,1.0,0.5,1.0,0.75,0.1428571428571428,0.06666666666666687,0.5,0.5,0.5,1.0,-1.0,-0.4,-0.33333333333333326,-1,0.1428571428571428,-0.08823529411764719,1.0,-1.0,0.6901408450704831,-1,-0.9999999999999999,-1.0,-1.0,-1.0,-0.75,1.0,1.0,1.0,0.1428571428571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.4285714285714285,-0.7142857142857142,-0.75,-0.1428571428571428,0
71,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,0.0,1.0,1.0000000000000002,1,0.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.75,-1.0,1.0,-0.9999999999999999,-1.0,-1.0,0.33333333333333326,-0.9999999999999999,-1.0,-1.0,-1.0,-0.935483870967742,0.2727272727272727,0.3333333333333335,0.0,0.1428571428571428,-0.9999999999999999,-1.0,0.2222222222222221,0.1428571428571428,0.1428571428571428,1.0,-1.0,0.0,-0.25,-0.9999999999999999,-0.7333333333333333,0.0,0.0,0.0,1.0,-0.75,0.0,-0.9999999999999999,-1,0.1428571428571428,-0.41176470588235303,1.0,-0.11111111111111116,0.23943661971832042,0,-0.33333333333333326,0.0,0.0,-1.0,-0.75,0.3333333333333335,-1.0,-1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,-0.9999999999999999,-0.1428571428571428,-0.5,-0.1428571428571428,0
28,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,-1.0,-1.0,-1,-1.0,1.0,-1.0,0.5,-0.5,-1.0,0.0,-1.0,0.0,-1.0,0.20000000000000018,1.0,-1.0,-0.75,-1.0,-0.6,1.0,1.0,-1.0,0.33333333333333326,-0.33333333333333326,-1.0,-1.0,-1.0,0.29032258064516125,-1.0,0.3333333333333335,-0.33333333333333326,0.1428571428571428,0.1428571428571428,-1.0,-0.5925925925925926,0.1428571428571428,0.7142857142857144,1.0,-1.0,0.0,0.0,-0.9999999999999999,-0.46666666666666656,0.5,-1.0,0.0,1.0,0.25,-1.0,1.0,-1,0.1428571428571428,-0.5882352941176472,1.0,-0.11111111111111116,0.9718309859155216,-1,-0.9999999999999999,-1.0,-0.5,-1.0,-1.0,0.3333333333333335,-1.0,-1.0,-0.9999999999999999,-1.0,-0.25,-1.0,-1.0,-0.9936221542215642,-1.0,1.0,-0.9999999999999999,-0.1428571428571428,-0.5,1.0,0
21,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,0.0,1.0,1.0000000000000002,-1,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,0.0,0.33333333333333326,-1.0,-0.33333333333333326,-1.0,0.75,1.0,0.40000000000000013,-0.33333333333333326,-1.0,-1.0,0.33333333333333326,0.3333333333333335,-1.0,-1.0,-1.0,0.9354838709677418,0.2727272727272727,0.3333333333333335,0.9999999999999998,0.1428571428571428,-0.9999999999999999,-1.0,-0.8888888888888888,0.1428571428571428,-0.9999999999999999,1.0,0.5,0.0,0.25,-0.9999999999999999,-0.19999999999999973,0.5,-1.0,0.0,1.0,-1.0,0.0,-0.33333333333333326,1,0.1428571428571428,0.4117647058823528,1.0,0.5555555555555554,0.23943661971832042,-1,0.3333333333333335,-1.0,0.0,-1.0,-0.75,0.3333333333333335,-1.0,-1.0,-0.9999999999999999,-1.0,-1.0,-1.0,0.0,-1.0,0.0,1.0,-0.7142857142857142,-0.4285714285714285,-0.75,-0.1428571428571428,0
66,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0,-1.0,1,0.0,1.0,1.0,-0.5,0.5,-1.0,-1.0,-1.0,-1.0,0.33333333333333326,0.6000000000000001,0.3333333333333335,-1.0,-1.0,-1.0,-0.8,1.0,-1.0,-1.0,0.33333333333333326,1.0,1.0,-1.0,-1.0,0.41935483870967727,-1.0,1.0,-0.33333333333333326,-0.9999999999999999,-0.9999999999999999,-1.0,-0.2222222222222222,0.1428571428571428,0.1428571428571428,1.0,0.0,1.0,-0.25,-0.9999999999999999,-0.8666666666666666,0.5,0.5,0.5,1.0,0.25,-1.0,0.3333333333333335,-1,0.1428571428571428,-0.5294117647058825,1.0,1.0,0.12676056338040653,0,-0.33333333333333326,0.0,-0.1666666666666501,-1.0,-1.0,1.0,1.0,-1.0,-0.9999999999999999,-1.0,-1.0,-1.0,0.0,-0.9722546522316005,-0.25,1.0,-0.9999999999999999,-0.1428571428571428,-1.0,-0.1428571428571428,0
19,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0000000000000002,-1,1.0,-1.0,1.0,0.0,1.0,-1.0,0.5,-1.0,0.0,-1.0,-1.0,-0.33333333333333326,1.0,0.75,-1.0,0.8,-0.9999999999999999,-1.0,-1.0,0.33333333333333326,-0.33333333333333326,-1.0,-1.0,-1.0,0.35483870967741926,-0.09090909090909083,-0.9999999999999999,0.9999999999999998,0.1428571428571428,-0.9999999999999999,0.0,-1.0,-0.9999999999999999,-0.9999999999999999,0.0,0.5,-1.0,-1.0,0.1428571428571428,0.7333333333333334,0.0,0.0,-1.0,1.0,-0.25,0.40000000000000013,-0.33333333333333326,-1,-0.9999999999999999,1.0,1.0,-0.11111111111111116,-0.267605633802799,-1,-0.9999999999999999,-1.0,0.5833333333333499,-1.0,-0.25,0.3333333333333335,-1.0,-1.0,-0.9999999999999999,1.0,-0.75,-1.0,-0.25,-1.0,0.0,1.0,-0.1428571428571428,-0.9999999999999999,-0.25,-0.7142857142857142,0
12,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,-1.0,-1,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.33333333333333326,1.0,1.0,-1.0,0.75,-1.0,0.40000000000000013,1.0,-1.0,-1.0,0.33333333333333326,-0.9999999999999999,1.0,-1.0,-1.0,0.9354838709677418,-1.0,0.3333333333333335,0.9999999999999998,0.1428571428571428,-0.9999999999999999,1.0,-0.8888888888888888,-0.9999999999999999,-0.9999999999999999,1.0,0.5,0.0,1.0,1.0,-0.46666666666666656,-1.0,-1.0,0.0,1.0,-0.25,-1.0,-0.33333333333333326,-1,0.1428571428571428,0.4705882352941173,1.0,-0.7777777777777778,0.12676056338040653,-1,-0.9999999999999999,-1.0,-0.4166666666666501,-1.0,-0.75,-0.9999999999999999,1.0,-1.0,-0.9999999999999999,-1.0,-0.25,-1.0,-1.0,-0.6798458155312315,0.0,1.0,-0.9999999999999999,-0.1428571428571428,-1.0,-0.1428571428571428,0
54,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0000000000000002,-1,1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.5,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.75,-1.0,0.6000000000000001,-0.33333333333333326,-1.0,1.0,0.33333333333333326,0.3333333333333335,-1.0,1.0,0.0,0.41935483870967727,0.2727272727272727,1.0,-0.6666666666666666,-0.9999999999999999,-0.9999999999999999,-1.0,-0.2222222222222222,0.1428571428571428,0.1428571428571428,0.0,0.5,1.0,0.25,-0.9999999999999999,-0.8666666666666666,0.5,0.0,1.0,1.0,0.0,0.0,-0.33333333333333326,-1,0.1428571428571428,-0.8235294117647061,1.0,-0.11111111111111116,0.23943661971832042,1,1.0,1.0,0.0,-1.0,-1.0,0.3333333333333335,1.0,-1.0,-0.9999999999999999,-1.0,0.0,-1.0,-0.75,-1.0,0.0,1.0,-0.9999999999999999,-0.1428571428571428,-0.75,-0.7142857142857142,0
76,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,0.0,-1.0,-1,-1.0,-1.0,1.0,1.0,0.5,-1.0,-0.5,-1.0,-1.0,0.33333333333333326,-0.19999999999999996,0.3333333333333335,-1.0,-1.0,1.0,0.8,0.3333333333333335,-1.0,-1.0,0.33333333333333326,-0.33333333333333326,-1.0,1.0,-1.0,0.41935483870967727,-1.0,1.0,0.0,-0.9999999999999999,0.1428571428571428,-1.0,0.7407407407407407,-0.9999999999999999,-0.9999999999999999,0.0,0.0,1.0,0.0,-0.9999999999999999,0.3333333333333335,-1.0,-1.0,1.0,1.0,0.25,-1.0,-0.9999999999999999,1,-0.9999999999999999,-0.32352941176470607,1.0,-0.11111111111111116,-0.15492957746488512,-1,0.3333333333333335,-1.0,-0.1666666666666501,-1.0,-0.75,1.0,-1.0,-1.0,-0.9999999999999999,-1.0,-0.75,-1.0,-0.75,-0.9807184022641933,0.0,-1.0,-0.4285714285714285,-0.7142857142857142,-0.25,-0.4285714285714285,0
89,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,0.0,1.0000000000000002,-1,1.0,-1.0,1.0,1.0,-0.5,-1.0,0.5,-1.0,-1.0,0.33333333333333326,-1.0,0.3333333333333335,-1.0,0.0,1.0,-0.8,0.3333333333333335,-1.0,-1.0,-1.0,-0.33333333333333326,-1.0,-1.0,-1.0,0.35483870967741926,0.2727272727272727,1.0,0.0,0.1428571428571428,0.1428571428571428,-1.0,0.7037037037037037,0.1428571428571428,-0.9999999999999999,0.0,-1.0,1.0,0.75,-0.9999999999999999,-0.8333333333333333,-1.0,-1.0,0.5,1.0,-1.0,0.0,-0.33333333333333326,-1,0.1428571428571428,-0.1470588235294119,1.0,-0.7777777777777778,0.23943661971832042,1,1.0,-1.0,-0.3333333333333499,-1.0,-1.0,0.3333333333333335,-1.0,-1.0,-0.9999999999999999,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.9999999999999999,-0.1428571428571428,1.0,-0.7142857142857142,0
61,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,0.0,-1.0,-1,-1.0,-1.0,1.0,0.0,-0.5,-1.0,-0.5,-1.0,-1.0,-1.0,0.6000000000000001,-0.9999999999999999,0.5,1.0,-1.0,0.8,0.3333333333333335,-1.0,-1.0,-1.0,-0.9999999999999999,1.0,-1.0,0.0,0.9354838709677418,-1.0,-0.33333333333333326,0.9999999999999998,0.1428571428571428,-0.9999999999999999,0.0,-0.8888888888888888,-0.9999999999999999,-0.9999999999999999,0.0,0.0,0.0,-0.5,-0.9999999999999999,0.5,0.0,0.0,-0.5,-1.0,-0.25,-1.0,-0.9999999999999999,-1,-0.9999999999999999,0.7058823529411762,1.0,-0.11111111111111116,-0.4366197183099234,-1,-0.9999999999999999,-1.0,0.3333333333333499,-1.0,-1.0,-0.33333333333333326,-1.0,-1.0,-0.9999999999999999,-1.0,-0.25,-1.0,0.0,-0.9924063242068285,0.0,1.0,-0.1428571428571428,-0.9999999999999999,-1.0,-0.4285714285714285,0
94,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0000000000000002,-1,1.0,-1.0,1.0,0.5,1.0,-1.0,-0.5,1.0,-1.0,-1.0,-1.0,-0.9999999999999999,-0.5,-0.75,-1.0,-0.8,-0.9999999999999999,-1.0,-1.0,-1.0,-0.33333333333333326,-1.0,-1.0,-1.0,0.35483870967741926,0.09090909090909105,1.0,0.33333333333333326,-0.9999999999999999,-0.9999999999999999,-1.0,0.7037037037037037,-0.9999999999999999,-0.9999999999999999,0.5,-1.0,1.0,0.75,-0.9999999999999999,1.0,0.5,0.5,0.5,1.0,-1.0,0.19999999999999996,-0.9999999999999999,-1,0.1428571428571428,-2.220446049250313e-16,1.0,-0.11111111111111116,-0.014084507042239292,-1,-0.9999999999999999,-1.0,-0.3333333333333499,-1.0,-1.0,0.3333333333333335,-1.0,-1.0,-0.9999999999999999,-1.0,-0.75,-1.0,-0.75,-1.0,-1.0,1.0,-0.1428571428571428,-0.9999999999999999,-0.25,-0.4285714285714285,0
10,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,-1.0,1.0000000000000002,-1,1.0,-1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.33333333333333326,-0.19999999999999996,0.3333333333333335,-0.5,-0.75,-1.0,0.8,1.0,-1.0,1.0,0.33333333333333326,0.3333333333333335,-1.0,-1.0,0.0,0.9999999999999998,-0.09090909090909083,0.3333333333333335,-0.6666666666666666,0.1428571428571428,0.1428571428571428,-1.0,-0.8148148148148148,-0.9999999999999999,0.1428571428571428,1.0,0.5,0.0,0.5,-0.9999999999999999,-0.06666666666666665,0.5,-1.0,0.0,1.0,-1.0,0.40000000000000013,-0.33333333333333326,-1,-0.9999999999999999,-0.735294117647059,1.0,-0.7777777777777778,0.12676056338040653,-1,-0.9999999999999999,-1.0,0.5,-1.0,-1.0,0.3333333333333335,-1.0,-1.0,-0.9999999999999999,-1.0,-0.25,-0.4538424076593146,-0.25,-0.4929906719583014,-0.25,1.0,-0.7142857142857142,-0.4285714285714285,-0.25,-0.9999999999999999,0
26,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1,0.0,1.0,1.0,0.0,-1.0,1.0,-0.5,-1.0,0.9999999999999998,0.33333333333333326,-0.19999999999999996,0.3333333333333335,-1.0,0.75,-1.0,-0.8,-0.9999999999999999,-1.0,-1.0,0.33333333333333326,-0.33333333333333326,-1.0,1.0,-1.0,-0.3548387096774195,-1.0,1.0,-0.33333333333333326,-0.9999999999999999,0.1428571428571428,-1.0,-0.07407407407407407,-0.9999999999999999,-0.9999999999999999,0.5,0.0,1.0,0.75,-0.9999999999999999,-0.46666666666666656,0.5,0.0,1.0,1.0,-1.0,-1.0,-0.33333333333333326,-1,0.1428571428571428,-0.7058823529411766,1.0,-0.7777777777777778,0.12676056338040653,-1,-0.9999999999999999,-1.0,-0.58333333333335,-1.0,-0.75,1.0,-1.0,-1.0,-0.9999999999999999,-1.0,-0.75,-1.0,-1.0,-0.9843437724146219,-0.25,1.0,-0.7142857142857142,-0.4285714285714285,-0.75,-0.4285714285714285,0
0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0000000000000002,1,0.0,-1.0,-1.0,0.0,1.0,1.0,1.0,-1.0,0.9999999999999998,-1.0,-1.0,-0.9999999999999999,0.5,0.75,-1.0,-0.6,-0.9999999999999999,-1.0,1.0,0.33333333333333326,0.3333333333333335,-1.0,-1.0,-1.0,-0.3548387096774195,0.2727272727272727,-0.33333333333333326,-0.6666666666666666,-0.9999999999999999,-0.9999999999999999,0.0,-0.07407407407407407,-0.9999999999999999,-0.9999999999999999,0.0,0.5,0.0,-0.75,0.1428571428571428,0.4666666666666668,0.5,0.0,-0.5,1.0,0.25,0.0,-0.9999999999999999,-1,0.1428571428571428,-0.8529411764705884,-1.0,-0.5555555555555556,0.23943661971832042,0,-0.33333333333333326,0.0,0.5833333333333499,-1.0,-0.75,0.3333333333333335,-1.0,1.0,0.1428571428571428,-1.0,-0.25,-1.0,-0.75,-1.0,0.0,1.0,-0.7142857142857142,-0.4285714285714285,-0.25,-0.9999999999999999,0
78,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1,-1.0,-1.0,1.0,0.0,0.5,-1.0,1.0,-1.0,0.0,-1.0,0.6000000000000001,-0.33333333333333326,0.5,-0.75,1.0,-0.8,-0.9999999999999999,-1.0,-1.0,-1.0,0.3333333333333335,1.0,-1.0,-1.0,0.41935483870967727,-1.0,1.0,0.0,0.1428571428571428,-0.9999999999999999,0.75,0.7407407407407407,-0.9999999999999999,-0.9999999999999999,0.0,0.0,1.0,1.0,-0.9999999999999999,0.19999999999999996,0.5,0.0,0.5,1.0,-1.0,-1.0,-0.9999999999999999,1,0.1428571428571428,-0.3823529411764708,1.0,-0.7777777777777778,0.12676056338040653,-1,0.3333333333333335,-1.0,0.5833333333333499,-1.0,-1.0,0.3333333333333335,1.0,-1.0,-0.9999999999999999,-1.0,-0.25,-1.0,-0.25,-0.9806750655269041,-0.25,1.0,-0.4285714285714285,-0.7142857142857142,-0.75,-0.9999999999999999,0
40,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0000000000000002,1,0.0,-1.0,1.0,-1.0,1.0,-1.0,0.5,-1.0,-1.0,0.33333333333333326,-1.0,-0.33333333333333326,1.0,0.75,-1.0,-0.8,-0.9999999999999999,-1.0,-1.0,0.33333333333333326,-0.9999999999999999,-1.0,-1.0,-1.0,-0.935483870967742,-0.09090909090909083,-0.33333333333333326,0.0,-0.9999999999999999,-0.9999999999999999,-1.0,0.5185185185185184,-0.9999999999999999,0.1428571428571428,0.0,-1.0,0.0,0.25,0.1428571428571428,0.3333333333333335,0.5,0.0,-0.5,1.0,-1.0,0.40000000000000013,-0.9999999999999999,-1,-0.9999999999999999,-0.17647058823529438,-1.0,0.33333333333333326,-0.267605633802799,0,-0.33333333333333326,0.0,0.9166666666666501,-1.0,-0.75,-0.33333333333333326,-1.0,-1.0,-0.9999999999999999,-1.0,0.0,-1.0,0.0,-1.0,0.0,1.0,-0.4285714285714285,-0.7142857142857142,-0.5,-0.7142857142857142,0
43,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0,0.0,1.0000000000000002,1,0.0,-1.0,-1.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-0.8,-0.33333333333333326,1.0,1.0,0.33333333333333326,-0.9999999999999999,-1.0,-1.0,-1.0,-0.935483870967742,0.8181818181818183,0.3333333333333335,-0.6666666666666666,0.1428571428571428,0.1428571428571428,0.0,0.2222222222222221,0.1428571428571428,0.1428571428571428,1.0,0.5,0.0,-0.5,0.1428571428571428,-0.8666666666666666,0.5,-1.0,0.0,1.0,0.25,-0.6000000000000001,-0.9999999999999999,-1,0.1428571428571428,-0.735294117647059,1.0,0.11111111111111116,0.9999999999999998,0,-0.33333333333333326,0.0,0.0,-1.0,1.0,1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.0,-1.0,-1.0,-1.0,0.0,1.0,-0.9999999999999999,-0.1428571428571428,-0.75,-0.9999999999999999,0
37,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0000000000000002,-1,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-0.9999999999999999,-1.0,-0.75,-1.0,0.40000000000000013,-0.9999999999999999,-1.0,-1.0,-1.0,-0.9999999999999999,1.0,-1.0,0.0,0.41935483870967727,-0.09090909090909083,-0.33333333333333326,0.9999999999999998,0.1428571428571428,-0.9999999999999999,1.0,0.7407407407407407,-0.9999999999999999,0.1428571428571428,-0.5,0.0,0.0,1.0,-0.9999999999999999,-0.33333333333333326,0.0,0.0,-0.5,-1.0,-0.25,0.40000000000000013,-0.9999999999999999,-1,-0.9999999999999999,0.8529411764705879,1.0,-0.7777777777777778,-0.4366197183099234,-1,-0.9999999999999999,-1.0,-0.58333333333335,-1.0,-1.0,0.3333333333333335,-1.0,-1.0,-0.9999999999999999,-1.0,-1.0,0.15116801620874942,-1.0,-0.3333333333331483,-0.75,1.0,-0.9999999999999999,-0.1428571428571428,-1.0,-0.9999999999999999,0
57,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,0.0,0.33333333333333326,1.0,0.3333333333333335,-1.0,0.0,-1.0,0.8,1.0,-1.0,-1.0,0.33333333333333326,-0.33333333333333326,-1.0,-1.0,0.0,0.29032258064516125,-1.0,0.3333333333333335,0.6666666666666667,0.1428571428571428,0.1428571428571428,-1.0,-0.5925925925925926,0.1428571428571428,-0.9999999999999999,0.0,0.5,0.0,0.75,-0.9999999999999999,-0.33333333333333326,0.5,-1.0,0.0,1.0,-1.0,-1.0,-0.33333333333333326,-1,0.1428571428571428,0.2941176470588234,1.0,-0.11111111111111116,0.6901408450704831,-1,-0.9999999999999999,-1.0,0.0,1.0,-0.75,0.3333333333333335,-1.0,-1.0,-0.9999999999999999,-1.0,0.0,-1.0,-0.75,-0.9968292351660054,-0.25,1.0,-0.7142857142857142,-0.4285714285714285,-0.75,-0.9999999999999999,0
72,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,1.0,-1.0,1.0,1.0,0.5,-1.0,0.5,1.0,0.0,0.33333333333333326,0.20000000000000018,0.3333333333333335,-1.0,-0.75,-1.0,-0.8,0.3333333333333335,-1.0,-1.0,-1.0,0.3333333333333335,-1.0,-1.0,0.0,0.29032258064516125,-1.0,0.3333333333333335,0.33333333333333326,-0.9999999999999999,-0.9999999999999999,-1.0,-0.5925925925925926,0.1428571428571428,-0.9999999999999999,0.0,0.5,0.0,0.75,-0.9999999999999999,-0.06666666666666665,0.5,-1.0,0.0,-1.0,-1.0,-1.0,-0.33333333333333326,-1,0.1428571428571428,0.08823529411764697,1.0,-0.7777777777777778,-0.4366197183099234,-1,-0.9999999999999999,-1.0,0.25,-1.0,-1.0,0.3333333333333335,-1.0,-1.0,-0.9999999999999999,-1.0,-0.25,-1.0,-0.25,-0.6403647475199532,-0.25,1.0,-0.4285714285714285,-0.7142857142857142,-0.5,-0.7142857142857142,0
14,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,0.0,0.0,1.0000000000000002,-1,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,0.33333333333333326,-1.0,-0.9999999999999999,1.0,-1.0,-1.0,1.0,-0.9999999999999999,-1.0,-1.0,0.9999999999999998,-0.9999999999999999,-1.0,-1.0,-1.0,-0.3548387096774195,0.09090909090909105,0.3333333333333335,0.0,0.1428571428571428,-0.9999999999999999,0.0,0.40740740740740744,0.1428571428571428,0.1428571428571428,0.0,0.5,0.0,-0.75,0.1428571428571428,0.3333333333333335,0.5,0.0,0.0,1.0,-1.0,0.19999999999999996,-0.9999999999999999,-1,0.1428571428571428,-0.3823529411764708,1.0,0.5555555555555554,-0.014084507042239292,-1,-0.9999999999999999,-1.0,0.6666666666666501,-1.0,-0.75,0.3333333333333335,-1.0,-1.0,-0.9999999999999999,-1.0,0.0,-1.0,-1.0,-1.0,0.0,1.0,-0.7142857142857142,-0.4285714285714285,-1.0,-0.9999999999999999,0
