,CL7R,CT2BIN,CL2R,CL5R,MOD,CL1R,WWWWHITE,CON,FEMALE,DEMOC,COLGRD,REPUB,CL9R,W12WHITE,SOMCOL,INDEP,COMHS,IWER3,W2TOTCL,AGE65PLM,CL8R,BABS,CD4A_A,PTYID3,W12EDUC3,CD4A_B,AGE4049M,DOG2R,DOG6R,STRATA,WWWBLACK,VPROUD,DOG3R,DOG4R,AGE5059M,FIPCOM,AGE3039,CT1A,F5,COMPLET2,LIB,CD7_A,CL7,IDEO3,W1TRUAM2,CD15,ADVDEG,CENSDIV,SEC5,W1TRUAM3,CL5,W2CIVLIB,FIP2,AGE1829,WWWHOMLN,CL9,CL6B,PROUD,AGE6064M,P17_A,W1STATE,INCA,CL2,GT2,EDUCAT4,CL1,WWWAGEC1,W2SECURE,CL4A,CL8,SEC4,FIP1,X1,INCOME,CLPROP,MEANFR,WWWEDU5,WWWEDU3,B1,LOPROU,CD8,RAC3,DOG5R,CD6,MNDOG,RI2_A,WWWAGE,WWWRACE3,W12RACE4,PFR5R,IWER1,NEWRACE,WWWRACE4,POLINT,WWWHISP,WWWBRNUS,B2,PFR3R,V1_B,FIP2R,W3IWER4_A
81,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0000000000000002,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-0.5,1.0,1.0,-1,1.0,-0.5,-0.5,1.0,0.5,-1.0,-0.9999999999999999,-0.9999999999999999,-1.0,-1.0,-0.75,-1.0,-1.0,-1.0,-0.8,-1.0,0.35483870967741926,-0.33333333333333326,-1.0,-1.0,0.09090909090909105,-1.0,-1.0,-1.0,-1.0,0.7074513558685158,-1.0,-1.0,-0.9999999999999999,0.7398559921764487,-1.0,-0.9999999999999999,-1.0,1.0,-0.9999999999999999,0.33333333333333326,0.33333333333333337,-1.0,0.33333333333333326,-0.9999999999999999,0.5,0.5,0.75,-0.14285714285714302,1.0,0.5,1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-0.6524604727165173,-0.11111111111111116,-0.3333333333333499,-1.0,-2.220446049250313e-16,-1,-0.9999999999999999,0.2529464902415559,1.0,-1.0,-0.9999999999999999,0.3333333333333335,-1,1.0,-0.9999999999999999,0.163484592988147,-1.0,-0.05568843870742368,0
6,1.0,1.0,1.0,1.0,1.0,-1.0,-1,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,0.0,1.0,-1.0,-0.5,0.5,-1.0,-1,-1.0,0.5,-0.5,-1.0,-1.0,-1.0,-0.33333333333333326,-0.9999999999999999,-1.0,-1.0,0.75,-1.0,0.0,0.20000000000000018,-0.8,-1.0,0.29032258064516125,1.0,0.0,0.33333333333333326,-1.0,0.33333333333333326,1.0,1.0,0.33333333333333326,0.7074513558685158,1.0,-1.0,-0.1428571428571428,-0.5839474801317188,0.0,0.1428571428571428,-1.0,0.3333333333333335,-0.9999999999999999,-1.0,-1.0,0.0,0.33333333333333326,0.3333333333333335,0.0,1.0,-0.5,0.6507936507937142,-0.06666666666666665,0.0,0.0,-0.9999999999999999,-1.0,0.25,-1.0,0.04261858185044787,-1.0,0.1666666666666501,-1.0,-0.911764705882353,-1,0.3333333333333335,0.2529464902415559,1.0,-1.0,0.3333333333333335,-0.33333333333333326,1,1.0,-0.9999999999999999,-1.0,-0.75,-1.0,0
11,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,0.0,1.0,-1.0,0.5,-1.0,1.0,-1,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,0.9167821679244357,1.0,-1.0,0.75,0.33333333333333326,0.0,1.0,0.40000000000000013,-1.0,0.9354838709677418,-0.9999999999999999,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.33333333333333326,-0.9999999999999999,-1.0,-1.0,-0.1428571428571428,-0.8865311309450141,1.0,-0.9999999999999999,-1.0,0.3333333333333335,0.1428571428571428,0.9999999999999998,-1.0,0.5,0.33333333333333326,-0.33333333333333326,-1.0,1.0,1.0,0.015873015873142604,-0.46666666666666656,0.0,0.0,1.0,-1.0,-0.25,-1.0,-0.9999999999999999,-0.7777777777777778,-0.4166666666666501,1.0,0.4705882352941173,-1,-0.9999999999999999,-1.0,1.0,-1.0,-0.9999999999999999,-0.9999999999999999,-1,1.0,-0.9999999999999999,-1.0,-0.75,-0.05568843870742368,0
1,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,-1.0,1.0,0.5,1.0,-1,1.0,1.0,0.5,-1.0,-1.0,1.0,0.3333333333333335,0.2778547786162906,-1.0,1.0,-1.0,0.33333333333333326,1.0,1.0,-0.8,-1.0,0.9999999999999998,1.0,1.0,-1.0,-1.0,0.33333333333333326,-1.0,-1.0,-1.0,0.7074513558685158,-1.0,-1.0,0.7142857142857144,-0.8108852182416904,-1.0,0.1428571428571428,0.0,0.3333333333333335,-0.9999999999999999,-0.33333333333333326,-1.0,0.0,-1.0,0.3333333333333335,0.0,-0.5,0.0,-0.6190476190477144,-0.33333333333333326,0.0,0.0,-0.9999999999999999,-1.0,-1.0,-1.0,-0.9999999999999999,-0.7777777777777778,0.5,-1.0,-0.7058823529411766,-1,-0.9999999999999999,-0.5823511699194813,1.0,-1.0,-0.9999999999999999,0.3333333333333335,-1,1.0,-0.9999999999999999,-0.6121718023372843,-1.0,-1.0,0
13,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0000000000000002,-1.0,1.0,-1.0,-1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-1,1.0,1.0,1.0,-1.0,-1.0,-1.0,-0.9999999999999999,0.2778547786162906,-1.0,-1.0,-1.0,0.33333333333333326,-1.0,-1.0,1.0,-1.0,-0.3548387096774195,-0.9999999999999999,-1.0,0.33333333333333326,0.09090909090909105,0.33333333333333326,-1.0,-1.0,0.9999999999999998,0.7074513558685158,-1.0,-1.0,-0.9999999999999999,0.4372723413631532,0.0,-0.9999999999999999,-1.0,0.3333333333333335,0.1428571428571428,0.0,0.33333333333333337,0.5,0.33333333333333326,-0.9999999999999999,0.0,0.0,-0.75,-0.14285714285714302,0.3333333333333335,0.0,0.0,0.1428571428571428,-1.0,-1.0,-1.0,-0.9999999999999999,0.5555555555555554,0.6666666666666501,-1.0,-0.3823529411764708,-1,-0.9999999999999999,-0.5823511699194813,1.0,-1.0,-0.9999999999999999,0.3333333333333335,-1,1.0,-0.9999999999999999,0.163484592988147,-0.75,-1.0,0
77,-1.0,-1.0,1.0,1.0,-1.0,1.0,1,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1,1.0,0.5,-1.0,-1.0,0.0,1.0,0.3333333333333335,0.9167821679244357,-1.0,-1.0,-0.75,0.33333333333333326,-1.0,-0.19999999999999996,-0.8,-1.0,0.41935483870967727,1.0,-0.5,0.33333333333333326,-1.0,-1.0,-1.0,-1.0,0.33333333333333326,0.7074513558685158,-1.0,-1.0,-0.9999999999999999,0.7776789485281106,-1.0,0.1428571428571428,0.0,-0.33333333333333326,0.1428571428571428,-0.33333333333333326,-1.0,0.5,0.33333333333333326,0.3333333333333335,0.0,-0.5,0.5,0.6507936507937142,-0.8666666666666666,-0.5,0.0,-0.9999999999999999,-1.0,-1.0,-1.0,-0.9999999999999999,-0.11111111111111116,-0.1666666666666501,-1.0,-0.6470588235294119,-1,-0.9999999999999999,-1.0,1.0,-1.0,-0.9999999999999999,1.0,-1,1.0,-0.9999999999999999,-0.6121718023372843,-1.0,-0.05568843870742368,0
5,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0000000000000002,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.5,-1.0,1.0,-1,1.0,-0.5,-1.0,-1.0,-1.0,-1.0,-0.33333333333333326,-0.3610726106918547,-1.0,-1.0,-0.75,-1.0,-1.0,-1.0,-0.8,-1.0,-0.935483870967742,0.3333333333333335,-1.0,-1.0,-0.09090909090909083,0.33333333333333326,-1.0,-1.0,-1.0,0.7074513558685158,-1.0,1.0,-0.9999999999999999,0.5507412104181391,-1.0,-0.9999999999999999,0.0,-0.33333333333333326,0.1428571428571428,0.6666666666666667,0.5555555555555555,0.0,0.33333333333333326,-0.33333333333333326,0.0,1.0,0.25,-0.4285714285714286,0.3333333333333335,-0.5,0.0,-0.9999999999999999,-1.0,-1.0,-1.0,-0.6524604727165173,-0.7777777777777778,-0.66666666666665,-1.0,0.2647058823529411,-1,-0.9999999999999999,-0.16470233983896265,1.0,-1.0,-0.9999999999999999,-0.33333333333333326,-1,1.0,-0.9999999999999999,-0.2243436046745686,-1.0,-1.0,0
62,1.0,1.0,-1.0,1.0,1.0,-1.0,1,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0000000000000002,1.0,1.0,1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,0.5,1.0,-1,1.0,-1.0,-1.0,-1.0,0.0,-1.0,-0.33333333333333326,0.2778547786162906,-1.0,-1.0,0.0,-1.0,0.0,-1.0,0.40000000000000013,-1.0,0.9354838709677418,-0.33333333333333326,-1.0,0.33333333333333326,0.2727272727272727,0.33333333333333326,-1.0,-1.0,-1.0,0.13830090391234373,-1.0,-1.0,-0.1428571428571428,-0.8865311309450141,-1.0,-0.9999999999999999,-1.0,1.0,-0.9999999999999999,0.9999999999999998,0.11111111111111105,-1.0,0.33333333333333326,-0.33333333333333326,-1.0,0.5,0.5,0.14285714285714257,-0.46666666666666656,0.5,1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-0.9999999999999999,-0.7777777777777778,-0.7,-1.0,0.3235294117647056,-1,-0.9999999999999999,-0.5823511699194813,1.0,-1.0,-0.9999999999999999,0.3333333333333335,-1,1.0,-0.9999999999999999,-0.2243436046745686,-1.0,-1.0,0
17,1.0,1.0,1.0,-1.0,1.0,1.0,1,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,0.8181818181818183,-1.0,1.0,1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,-1.0,-1.0,-1.0,1.0,0.5,-1.0,-0.9999999999999999,-0.3610726106918547,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-0.3548387096774195,-0.33333333333333326,-1.0,-1.0,0.4545454545454546,-1.0,-1.0,-1.0,0.33333333333333326,0.7074513558685158,-1.0,-1.0,-0.1428571428571428,0.4372723413631532,-1.0,0.1428571428571428,-1.0,1.0,0.1428571428571428,0.33333333333333326,-0.33333333333333337,0.5,0.33333333333333326,-0.33333333333333326,0.5,1.0,0.75,0.6507936507937142,0.06666666666666687,0.5,1.0,0.1428571428571428,1.0,-1.0,-1.0,-0.9999999999999999,-1.0,-1.0,1.0,-0.08823529411764719,-1,-0.9999999999999999,-0.16470233983896265,1.0,-1.0,-0.9999999999999999,1.0,-1,1.0,0.1428571428571428,-0.2243436046745686,-0.75,-0.05568843870742368,0
32,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0000000000000002,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0,1,-1.0,1.0,1.0,1.0,-0.5,-1.0,-0.9999999999999999,-0.9999999999999999,-1.0,-1.0,0.75,-1.0,-1.0,-1.0,0.8,-1.0,-0.3548387096774195,0.3333333333333335,-1.0,-1.0,0.09090909090909105,0.9999999999999998,-1.0,-1.0,0.9999999999999998,0.13830090391234373,1.0,-1.0,-0.9999999999999999,-0.3948326983734092,-1.0,-0.9999999999999999,-1.0,-0.33333333333333326,0.1428571428571428,0.33333333333333326,0.33333333333333337,0.0,0.33333333333333326,-0.33333333333333326,0.0,-0.5,0.25,-0.14285714285714302,0.8666666666666667,-0.5,0.0,0.1428571428571428,-1.0,-1.0,0.0,0.39015810913393034,0.5555555555555554,1.0,-1.0,0.08823529411764697,0,-0.33333333333333326,0.2529464902415559,1.0,0.0,-0.33333333333333326,0.3333333333333335,-1,1.0,0.1428571428571428,0.163484592988147,-0.25,-0.5278442193537118,0
10,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,0.5,-1.0,-1,1.0,0.5,-1.0,-1.0,1.0,-1.0,1.0,-0.9999999999999999,-1.0,-1.0,0.75,-1.0,-1.0,-0.19999999999999996,0.0,-1.0,0.29032258064516125,-0.33333333333333326,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7074513558685158,-1.0,-1.0,-0.9999999999999999,-0.5839474801317188,-1.0,-0.9999999999999999,-1.0,1.0,-0.9999999999999999,0.0,-1.0,0.5,-1.0,-0.9999999999999999,-1.0,1.0,1.0,-0.6190476190477144,0.4666666666666668,0.5,1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-0.9999999999999999,-0.33333333333333337,-0.1666666666666501,-1.0,-0.17647058823529438,-1,-0.9999999999999999,0.2529464902415559,1.0,-1.0,-0.9999999999999999,-0.33333333333333326,-1,1.0,-0.9999999999999999,-0.2243436046745686,1.0,-0.05568843870742368,0
34,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,0.9167821679244357,-1.0,-1.0,-0.75,0.33333333333333326,-1.0,0.6000000000000001,-0.8,-1.0,0.41935483870967727,-0.9999999999999999,0.5,-1.0,-1.0,0.33333333333333326,-1.0,1.0,0.33333333333333326,-0.9999999999999999,-1.0,-1.0,-0.9999999999999999,0.7776789485281106,-1.0,-0.9999999999999999,1.0,1.0,0.1428571428571428,0.33333333333333326,-1.0,0.0,-1.0,-0.9999999999999999,1.0,0.0,0.0,-0.30158730158742864,-0.5999999999999999,0.5,1.0,-0.9999999999999999,-1.0,-0.25,-1.0,-0.6524604727165173,-0.11111111111111116,-0.25,-1.0,0.11764705882352922,-1,0.3333333333333335,-1.0,1.0,-1.0,0.3333333333333335,1.0,1,1.0,-0.9999999999999999,0.163484592988147,-1.0,-1.0,0
76,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0000000000000002,-1.0,1.0,1.0,-1.0,0.0,1.0,1.0,1.0,1.0,-0.5,1.0,-1,1.0,0.5,-1.0,-1.0,1.0,-1.0,0.3333333333333335,0.9167821679244357,-1.0,-1.0,0.0,0.33333333333333326,-1.0,-1.0,-0.8,-1.0,0.35483870967741926,-0.33333333333333326,-1.0,0.33333333333333326,0.2727272727272727,-1.0,-1.0,1.0,-1.0,-0.9999999999999999,-1.0,-1.0,-0.9999999999999999,0.7398559921764487,-1.0,0.1428571428571428,-1.0,1.0,0.1428571428571428,0.0,0.11111111111111105,-1.0,0.33333333333333326,-0.33333333333333326,-1.0,0.0,0.75,0.14285714285714257,-0.8333333333333333,0.5,1.0,-0.9999999999999999,-1.0,-1.0,1.0,-0.9999999999999999,-0.7777777777777778,-0.3333333333333499,-1.0,-0.1470588235294119,1,1.0,-1.0,1.0,-1.0,1.0,0.3333333333333335,-1,1.0,-0.9999999999999999,-0.6121718023372843,-1.0,-0.05568843870742368,0
24,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-0.5,-1.0,0.0,-1,1.0,-0.5,-1.0,-1.0,0.0,1.0,-0.9999999999999999,0.2778547786162906,-1.0,1.0,0.75,0.33333333333333326,1.0,-0.19999999999999996,-0.8,1.0,-0.3548387096774195,-0.33333333333333326,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,0.33333333333333326,0.7074513558685158,-1.0,-1.0,0.7142857142857144,-0.054426091208451766,-1.0,0.1428571428571428,-1.0,1.0,-0.9999999999999999,-0.33333333333333326,-1.0,0.0,0.33333333333333326,-0.33333333333333326,0.0,0.5,0.75,0.015873015873142604,-0.46666666666666656,1.0,1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-0.9999999999999999,-0.7777777777777778,-0.58333333333335,-1.0,-0.7058823529411766,-1,-0.9999999999999999,-0.5823511699194813,1.0,-1.0,-0.9999999999999999,1.0,-1,1.0,-0.9999999999999999,-0.6121718023372843,-0.75,-0.05568843870742368,0
71,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0000000000000002,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,0.5,1.0,-1,1.0,1.0,1.0,-1.0,1.0,1.0,-0.9999999999999999,0.9167821679244357,-1.0,-1.0,-0.75,0.33333333333333326,0.0,-1.0,-0.8,-1.0,-1.0,1.0,-1.0,-1.0,-0.4545454545454545,-1.0,-1.0,-1.0,-1.0,0.7074513558685158,-1.0,-1.0,-0.1428571428571428,0.8533248612314344,-1.0,-0.9999999999999999,-1.0,-0.33333333333333326,0.1428571428571428,-0.33333333333333326,0.9999999999999999,0.5,-1.0,0.3333333333333335,-1.0,-0.5,0.5,-1.0,-0.9999999999999999,-0.5,0.0,1.0,-1.0,-1.0,-1.0,0.04261858185044787,-0.7777777777777778,0.8333333333333499,-1.0,-0.4411764705882355,-1,-0.9999999999999999,-1.0,1.0,-1.0,-0.9999999999999999,-0.33333333333333326,-1,1.0,-0.9999999999999999,-1.0,-1.0,-0.05568843870742368,0
27,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0000000000000002,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1,1.0,0.5,0.5,-1.0,1.0,-1.0,1.0,0.2778547786162906,-1.0,-1.0,-0.75,0.33333333333333326,0.0,-0.19999999999999996,-0.8,1.0,0.29032258064516125,-0.9999999999999999,-0.5,-1.0,0.4545454545454546,-1.0,-1.0,-1.0,0.9999999999999998,0.7074513558685158,-1.0,-1.0,-0.1428571428571428,-0.13007200391177565,-1.0,0.1428571428571428,1.0,1.0,0.7142857142857144,0.0,-0.11111111111111116,0.0,0.9999999999999998,-0.9999999999999999,-1.0,0.5,0.75,-0.6190476190477144,-0.19999999999999973,1.0,1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-0.6524604727165173,-0.7777777777777778,0.1666666666666501,-1.0,-0.41176470588235303,-1,-0.9999999999999999,-0.5823511699194813,1.0,-1.0,-0.9999999999999999,1.0,-1,1.0,-0.9999999999999999,-0.6121718023372843,-1.0,-0.05568843870742368,0
63,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,0.8181818181818183,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,0.5,-1.0,-1.0,-1,1.0,-0.5,1.0,-1.0,1.0,-1.0,0.3333333333333335,0.9167821679244357,-1.0,-1.0,-0.75,-1.0,-1.0,0.6000000000000001,-0.8,1.0,0.29032258064516125,-0.9999999999999999,0.5,-1.0,-0.09090909090909083,-1.0,-1.0,-1.0,0.33333333333333326,0.7074513558685158,-1.0,-1.0,-0.9999999999999999,-0.5839474801317188,-1.0,0.1428571428571428,0.0,1.0,-0.9999999999999999,0.0,0.33333333333333337,0.0,0.33333333333333326,-0.9999999999999999,-1.0,0.5,0.5,0.3333333333334285,0.06666666666666687,1.0,1.0,-0.9999999999999999,-1.0,-0.25,-1.0,0.04261858185044787,-0.11111111111111116,0.1666666666666501,-1.0,-0.1470588235294119,-1,-0.9999999999999999,-1.0,1.0,-1.0,-0.9999999999999999,1.0,-1,1.0,-0.9999999999999999,-0.2243436046745686,-1.0,-0.05568843870742368,0
7,1.0,1.0,1.0,1.0,-1.0,-1.0,1,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-0.5,0.5,-1.0,-1,1.0,-0.5,-1.0,-1.0,0.0,1.0,-0.33333333333333326,0.9167821679244357,-1.0,-1.0,0.75,-1.0,-1.0,0.20000000000000018,-0.8,-1.0,0.41935483870967727,1.0,0.0,0.33333333333333326,-1.0,-1.0,-1.0,-1.0,0.33333333333333326,0.7074513558685158,-1.0,-1.0,-0.9999999999999999,0.7776789485281106,-1.0,0.1428571428571428,-1.0,-0.33333333333333326,-0.9999999999999999,-0.33333333333333326,-1.0,0.5,0.33333333333333326,0.3333333333333335,0.0,0.5,-0.25,0.6507936507937142,-0.8666666666666666,-0.5,0.0,-0.9999999999999999,-1.0,-1.0,-1.0,0.04261858185044787,-0.11111111111111116,-0.08333333333334991,1.0,-0.6470588235294119,-1,-0.9999999999999999,-1.0,1.0,-1.0,-0.9999999999999999,0.3333333333333335,-1,1.0,-0.9999999999999999,-1.0,1.0,-0.05568843870742368,0
33,1.0,1.0,-1.0,-1.0,-1.0,1.0,1,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0000000000000002,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.9999999999999999,0.9167821679244357,1.0,-1.0,-0.75,-1.0,-1.0,1.0,0.40000000000000013,-1.0,0.41935483870967727,-0.9999999999999999,1.0,-1.0,-0.09090909090909083,0.33333333333333326,-1.0,-1.0,-1.0,0.13830090391234373,-1.0,-1.0,-0.9999999999999999,0.7776789485281106,1.0,-0.9999999999999999,0.0,-0.33333333333333326,0.1428571428571428,0.9999999999999998,0.5555555555555555,0.0,-1.0,-0.9999999999999999,0.0,-0.5,1.0,-0.6190476190477144,-0.33333333333333326,-0.5,0.0,-0.9999999999999999,-1.0,-0.25,-1.0,-0.9999999999999999,-0.7777777777777778,-0.58333333333335,-1.0,0.8529411764705879,-1,-0.9999999999999999,-1.0,1.0,-1.0,-0.9999999999999999,0.3333333333333335,-1,1.0,-0.9999999999999999,0.163484592988147,-1.0,-1.0,0
37,1.0,1.0,1.0,1.0,-1.0,1.0,-1,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0000000000000002,-1.0,1.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,0.0,1,-1.0,1.0,-1.0,-1.0,0.0,-1.0,-0.33333333333333326,0.9167821679244357,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.8,-1.0,-0.935483870967742,-0.9999999999999999,-1.0,0.33333333333333326,0.8181818181818183,0.33333333333333326,1.0,-1.0,0.33333333333333326,0.7074513558685158,1.0,-1.0,-0.9999999999999999,0.24815755960484354,0.0,0.1428571428571428,-1.0,0.3333333333333335,0.1428571428571428,-0.6666666666666666,-0.5555555555555556,0.5,0.33333333333333326,-0.9999999999999999,-1.0,1.0,-0.5,1.0,-0.8666666666666666,0.0,0.0,0.1428571428571428,-1.0,0.25,0.0,-0.9999999999999999,0.11111111111111116,0.0,-1.0,-0.735294117647059,0,-0.33333333333333326,-1.0,1.0,0.0,-0.33333333333333326,1.0,-1,1.0,-0.9999999999999999,-1.0,1.0,-1.0,0
52,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,0.5,-0.5,-1.0,-1,1.0,-0.5,0.5,-1.0,0.0,-1.0,0.3333333333333335,-0.9999999999999999,1.0,-1.0,1.0,-1.0,-1.0,0.6000000000000001,0.8,-1.0,0.9354838709677418,-0.9999999999999999,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.13830090391234373,-1.0,-1.0,-0.9999999999999999,-0.8865311309450141,0.0,-0.9999999999999999,0.0,-0.33333333333333326,0.1428571428571428,0.9999999999999998,-1.0,0.0,-1.0,-0.9999999999999999,0.0,0.0,-0.5,-0.6190476190477144,0.5,-0.5,0.0,-0.9999999999999999,-1.0,-0.25,-1.0,0.39015810913393034,-0.11111111111111116,0.3333333333333499,-1.0,0.7058823529411762,-1,-0.9999999999999999,0.2529464902415559,1.0,-1.0,-0.9999999999999999,-0.33333333333333326,-1,1.0,-0.9999999999999999,0.163484592988147,-1.0,-0.05568843870742368,0
14,1.0,-1.0,1.0,1.0,1.0,1.0,1,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0000000000000002,1.0,1.0,1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.3333333333333335,0.9167821679244357,-1.0,-1.0,0.0,-1.0,0.0,-1.0,0.40000000000000013,-1.0,0.9999999999999998,0.3333333333333335,-1.0,0.33333333333333326,0.6363636363636365,-1.0,-1.0,-1.0,-1.0,0.7074513558685158,-1.0,-1.0,-0.1428571428571428,-0.8108852182416904,-1.0,0.1428571428571428,0.0,1.0,0.1428571428571428,0.9999999999999998,-0.33333333333333337,0.5,0.33333333333333326,-0.33333333333333326,-1.0,1.0,-0.25,0.7142857142857144,-0.7333333333333333,0.5,1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,-1.0,-1.0,0.8823529411764706,-1,-0.9999999999999999,-1.0,1.0,-1.0,-0.9999999999999999,0.3333333333333335,-1,1.0,-0.9999999999999999,-1.0,-1.0,-0.05568843870742368,0
