,WWWWHITE,WWWMALE,WWWSEX,W12WHITE,AGE65PLM,AGE4049M,W12EDUC3,W1FIPCOM,W12BLACK,W2TOTCL,WWWBLACK,AGE5059M,AGE3039,W2FIPCOM,WWWHOMLN,AGE1829,W1TRUAM2,EDUCAT4,W2CIVLIB,CENSDIV,W12HISP,WWWBRNUS,WWWAGEC1,WWWEDU3,WWWHISP,WWWEDU5,W1STATE,AGE6064M,W12RACE4,W2SECURE,WWWRACE4,RAC3,WWWRACE3,NEWRACE,WWWAGE,COMPLET2,IMPHISP,RACES,W12OTHET,W2MISSCL,USAWT2RC,USAWT1RV,RACWT1RV,RHWT2CC,USAWT2CC,USAWT2NC,RHWT2RC,MULT2
2068,1,-1,1,1.0,-1.0,1.0,-1.0,0.9999999999999999,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-0.6,-0.33333333333333326,-1.0,0.29032258064516125,-1.0,1.0,0.0,0.0,-1,-0.5,-0.5636363636363637,-1.0,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,-1,-1.0,-0.19999999999999996,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-1.0,-1.0,-0.7644804179820088,-0.8900039147822102,-1.0,-1.0,-1.0,-1.0,-1.0
2170,1,1,-1,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0000000000000002,-1,1.0,-1.0,0.4285714285714285,-1.0,-1.0,-1.0,1.0,0.09090909090909105,0.29032258064516125,-1.0,1.0,0.33333333333333326,1.0,-1,1.0,-0.6000000000000001,-1.0,-0.9999999999999999,0.09090909090909105,-0.9999999999999999,-1.0,-1,-1.0,-0.013333333333333197,1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.8181818181818181,-1.0,-1.0,-1.0,-0.9980808763411191,-0.9965280346319308,-0.9964842220007988,-1.0,-1.0
3158,-1,-1,1,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0000000000000002,1,-1.0,-1.0,-0.1428571428571429,-1.0,-1.0,-1.0,-0.33333333333333326,-0.09090909090909083,0.35483870967741926,-1.0,1.0,0.9999999999999998,0.0,-1,-0.5,-1.0,-1.0,-0.33333333333333326,0.2727272727272727,-0.33333333333333326,0.0,0,0.0,0.9466666666666668,1.0,1.0,-0.5999999999999999,-1.0,-0.8181818181818181,-1.0,-1.0,-1.0,-0.7042998084190945,-0.7643346614639208,-0.7626805178562722,-1.0,-1.0
2753,-1,-1,1,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0000000000000002,1,-1.0,1.0,-0.1428571428571429,-1.0,-1.0,-1.0,1.0,-0.09090909090909083,0.29032258064516125,-1.0,1.0,-0.33333333333333326,1.0,-1,0.5,-0.5636363636363637,-1.0,-0.33333333333333326,0.2727272727272727,-0.33333333333333326,0.0,0,0.0,-0.6,-1.0,0.1428571428571428,-0.5999999999999999,-1.0,-0.8181818181818181,-1.0,-1.0,-1.0,-0.9794450247590679,-0.9836182209660703,-0.9853523073019981,-1.0,-1.0
3285,1,-1,1,1.0,1.0,-1.0,-1.0,-1.0,-1.0,0.6363636363636365,-1,-1.0,-1.0,-0.1428571428571429,-1.0,-1.0,-1.0,-0.33333333333333326,-0.09090909090909083,-0.3548387096774195,-1.0,1.0,0.9999999999999998,0.0,-1,-0.5,0.9636363636363636,-1.0,-0.9999999999999999,-0.09090909090909083,-0.9999999999999999,-1.0,-1,-1.0,0.6800000000000002,1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.4545454545454545,-1.0,-1.0,-1.0,-0.8671738651601743,-0.7596987885607159,-0.757702888817139,-1.0,-1.0
2444,-1,-1,1,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0000000000000002,1,-1.0,-1.0,0.4285714285714285,-1.0,-1.0,-1.0,1.0,0.6363636363636365,0.29032258064516125,-1.0,1.0,0.0,1.0,-1,1.0,-0.6000000000000001,-1.0,-0.33333333333333326,-0.4545454545454545,-0.33333333333333326,0.0,0,0.0,-0.3599999999999999,-1.0,0.1428571428571428,-0.5999999999999999,-1.0,-0.8181818181818181,-1.0,-1.0,-1.0,-0.9910704768464965,-0.9928834029978971,-0.9936367273831423,-1.0,-1.0
252,-1,-1,1,-1.0,-1.0,-1.0,-1.0,0.4285714285714285,-1.0,1.0000000000000002,-1,-1.0,1.0,0.4285714285714285,-1.0,-1.0,0.20000000000000018,-0.33333333333333326,0.6363636363636365,0.9354838709677418,-1.0,1.0,-0.33333333333333326,0.0,-1,-0.5,0.23636363636363633,-1.0,1.0,-0.4545454545454545,1.0,1.0,1,1.0,-0.5733333333333333,1.0,0.1428571428571428,1.0000000000000004,1.0,-0.8181818181818181,-0.9793226424728345,-0.8808461713783127,-0.9616929964821862,-0.9951943648007413,-0.9913059281480336,-1.0,-0.9793226424728508,-1.0
1592,1,-1,1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8181818181818183,-1,1.0,-1.0,0.4285714285714285,-1.0,-1.0,-1.0,-0.33333333333333326,-0.09090909090909083,-1.0,-1.0,1.0,0.33333333333333326,0.0,-1,-0.5,-0.20000000000000007,-1.0,-0.9999999999999999,0.09090909090909105,-0.9999999999999999,-1.0,-1,-1.0,-0.11999999999999988,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.6363636363636362,-1.0,-1.0,-1.0,-0.8935478687158098,-0.8074130807258866,-0.809843009530089,-1.0,-1.0
1793,1,1,-1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0000000000000002,-1,-1.0,-1.0,0.9999999999999999,-1.0,1.0,-1.0,-0.33333333333333326,0.4545454545454546,-0.935483870967742,-1.0,1.0,-0.6666666666666666,0.0,-1,-0.5,0.49090909090909074,-1.0,-0.9999999999999999,-0.2727272727272727,-0.9999999999999999,-1.0,-1,-1.0,-0.7866666666666666,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.8181818181818181,-1.0,-1.0,-1.0,-0.46161326288810856,-0.02598245965010726,-0.03140389733539595,-1.0,-1.0
878,1,1,-1,1.0,1.0,-1.0,-1.0,0.4285714285714285,-1.0,-1.0,-1,-1.0,-1.0,-1.0,1.0,-1.0,0.20000000000000018,-0.33333333333333326,-1.0,0.9999999999999998,-1.0,1.0,0.9999999999999998,0.0,-1,-0.5,-0.8181818181818182,-1.0,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,-1,-1.0,0.3600000000000001,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-1.0,-1.0,-0.2622780230396893,-0.6554573987031076,-1.0,-1.0,-1.0,-1.0,-1.0
661,1,-1,1,1.0,-1.0,1.0,1.0,0.9999999999999999,-1.0,0.6363636363636365,-1,-1.0,-1.0,0.9999999999999999,-1.0,-1.0,-0.19999999999999996,1.0,0.2727272727272727,0.9999999999999998,-1.0,1.0,0.0,1.0,-1,0.5,0.8909090909090909,-1.0,-0.9999999999999999,-0.4545454545454545,-0.9999999999999999,-1.0,-1,-1.0,-0.3866666666666665,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.4545454545454545,-0.6609605978348163,-0.685279859307554,-0.8530144155369297,-0.9252222921119189,-0.8647165799424659,-1.0,-0.6609605978346124,-1.0
2590,1,-1,1,1.0,1.0,-1.0,0.0,-1.0,-1.0,0.09090909090909105,-1,-1.0,-1.0,0.1428571428571428,-1.0,-1.0,-1.0,0.3333333333333335,-0.2727272727272727,0.9354838709677418,-1.0,1.0,0.9999999999999998,0.0,-1,0.0,0.23636363636363633,-1.0,-0.9999999999999999,-0.4545454545454545,-0.9999999999999999,-1.0,-1,-1.0,0.4666666666666668,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,0.09090909090909105,-1.0,-1.0,-1.0,-0.9991840923115051,-0.9985239079176582,-0.998527174296421,-1.0,-1.0
984,1,-1,1,1.0,-1.0,-1.0,-1.0,0.1428571428571428,-1.0,1.0000000000000002,-1,-1.0,-1.0,0.4285714285714285,-1.0,1.0,0.20000000000000018,-0.33333333333333326,-0.09090909090909083,0.41935483870967727,-1.0,1.0,-0.6666666666666666,0.0,-1,-0.5,-0.8545454545454545,-1.0,-0.9999999999999999,0.2727272727272727,-0.9999999999999999,-1.0,-1,-1.0,-0.8133333333333332,1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.8181818181818181,-0.38497002289894944,-0.45109224701384665,-0.7436404079148048,-0.8647221230933669,-0.7552632413733389,-1.0,-0.3849700228988788,-1.0
595,1,-1,1,1.0,1.0,-1.0,-1.0,0.9999999999999999,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-0.19999999999999996,-0.33333333333333326,-1.0,-0.935483870967742,-1.0,1.0,0.9999999999999998,0.0,-1,-0.5,0.49090909090909074,-1.0,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,-1,-1.0,0.3333333333333335,1.0,0.1428571428571428,-0.9999999999999999,-1.0,-1.0,-1.0,-0.39123677519873035,-0.7156857575110671,-1.0,-1.0,-1.0,-1.0,-1.0
1979,1,1,-1,1.0,1.0,-1.0,1.0,-1.0,-1.0,0.6363636363636365,-1,-1.0,-1.0,0.9999999999999999,-1.0,-1.0,-1.0,1.0,-0.8181818181818181,-0.3548387096774195,-1.0,1.0,0.9999999999999998,1.0,-1,0.5,-0.38181818181818183,-1.0,-0.9999999999999999,0.6363636363636365,-0.9999999999999999,-1.0,-1,-1.0,0.6000000000000001,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.4545454545454545,-1.0,-1.0,-1.0,-0.9979180602921992,-0.9962334774361455,-0.9962275013584949,-1.0,-1.0
2695,-1,-1,1,-1.0,1.0,-1.0,0.0,-1.0,1.0,0.4545454545454546,1,-1.0,-1.0,0.4285714285714285,-1.0,-1.0,-1.0,0.3333333333333335,0.2727272727272727,-0.3548387096774195,-1.0,1.0,0.9999999999999998,0.0,-1,0.0,-0.09090909090909094,-1.0,-0.33333333333333326,-0.6363636363636362,-0.33333333333333326,0.0,0,0.0,0.3866666666666667,1.0,0.1428571428571428,-0.5999999999999999,-1.0,-0.2727272727272727,-1.0,-1.0,-1.0,-0.9948718191028677,-0.9959129736076712,-0.9957383489803898,-1.0,-1.0
968,1,1,-1,1.0,-1.0,-1.0,0.0,-0.1428571428571429,-1.0,1.0000000000000002,-1,-1.0,1.0,0.4285714285714285,-1.0,-1.0,0.20000000000000018,0.3333333333333335,0.09090909090909105,-0.935483870967742,-1.0,1.0,-0.33333333333333326,0.0,-1,0.0,0.49090909090909074,-1.0,-0.9999999999999999,0.09090909090909105,-0.9999999999999999,-1.0,-1,-1.0,-0.5733333333333333,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.8181818181818181,-0.36380568822952897,-0.2879176093936563,-0.6674320043872045,-0.8584109453734632,-0.7438454307630273,-1.0,-0.3638056882295808,-1.0
2167,-1,1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0000000000000002,-1,-1.0,-1.0,-0.1428571428571429,1.0,1.0,-1.0,-0.9999999999999999,0.09090909090909105,0.9999999999999998,1.0,-1.0,-1.0,-1.0,1,-1.0,-0.8181818181818182,-1.0,0.3333333333333335,0.09090909090909105,0.3333333333333335,-1.0,-1,-1.0,-1.0,1.0,-0.9999999999999999,-0.9999999999999999,-1.0,-0.8181818181818181,-1.0,-1.0,-1.0,-0.996677392485922,-0.99740968444566,-0.9974786494670077,-1.0,-1.0
3166,1,-1,1,1.0,1.0,-1.0,0.0,-1.0,-1.0,1.0000000000000002,-1,-1.0,-1.0,0.9999999999999999,-1.0,-1.0,-1.0,0.3333333333333335,0.4545454545454546,-0.29032258064516125,-1.0,1.0,0.9999999999999998,0.0,-1,0.0,0.018181818181818077,-1.0,-0.9999999999999999,-0.2727272727272727,-0.9999999999999999,-1.0,-1,-1.0,0.5466666666666669,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.8181818181818181,-1.0,-1.0,-1.0,-0.8859362351555022,-0.7936425620867366,-0.7937950000420525,-1.0,-1.0
1039,1,1,-1,1.0,-1.0,-1.0,0.0,0.1428571428571428,-1.0,-1.0,-1,-1.0,1.0,-1.0,-1.0,-1.0,-0.19999999999999996,0.3333333333333335,-1.0,-0.29032258064516125,-1.0,1.0,-0.33333333333333326,0.0,-1,0.0,0.09090909090909083,-1.0,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,-1,-1.0,-0.6266666666666666,1.0,0.1428571428571428,-0.9999999999999999,-1.0,-1.0,-1.0,-0.5212300735600106,-0.7763972864709725,-1.0,-1.0,-1.0,-1.0,-1.0
1242,1,-1,1,1.0,-1.0,-1.0,1.0,0.9999999999999999,-1.0,-1.0,-1,1.0,-1.0,-1.0,-1.0,-1.0,-0.19999999999999996,1.0,-1.0,0.9999999999999998,-1.0,1.0,0.33333333333333326,1.0,-1,1.0,0.8909090909090909,-1.0,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,-1,-1.0,-0.11999999999999988,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-1.0,-1.0,-0.685279859307554,-0.8530144155369297,-1.0,-1.0,-1.0,-1.0,-1.0
1901,1,1,-1,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0000000000000002,-1,1.0,-1.0,0.4285714285714285,-1.0,-1.0,-1.0,1.0,0.09090909090909105,-0.3548387096774195,-1.0,1.0,0.33333333333333326,1.0,-1,1.0,-0.4181818181818182,-1.0,-0.9999999999999999,0.09090909090909105,-0.9999999999999999,-1.0,-1,-1.0,-0.11999999999999988,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.8181818181818181,-1.0,-1.0,-1.0,-0.969880643579328,-0.9455098362654044,-0.9454233805370055,-1.0,-1.0
964,-1,1,-1,-1.0,-1.0,-1.0,0.0,-0.1428571428571429,-1.0,-1.0,-1,-1.0,-1.0,-1.0,1.0,1.0,-0.6,0.3333333333333335,-1.0,-0.29032258064516125,-1.0,-1.0,-1.0,0.0,-1,0.0,0.018181818181818077,-1.0,1.0,-1.0,1.0,1.0,1,1.0,-0.8933333333333333,-1.0,0.1428571428571428,0.6000000000000001,1.0,-1.0,-1.0,-0.8195421490338094,-0.9419842432950692,-1.0,-1.0,-1.0,-1.0,-1.0
2326,-1,-1,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8181818181818183,-1,-1.0,-1.0,0.4285714285714285,-1.0,1.0,-1.0,-0.9999999999999999,-0.4545454545454545,0.41935483870967727,1.0,-1.0,-0.6666666666666666,-1.0,1,-1.0,0.709090909090909,-1.0,0.3333333333333335,0.4545454545454546,0.3333333333333335,-1.0,-1,-1.0,-0.7599999999999999,-1.0,-0.9999999999999999,-0.9999999999999999,-1.0,-0.6363636363636362,-1.0,-1.0,-1.0,-0.9950864437636588,-0.9961693756808417,-0.9955537899389181,-1.0,-1.0
2345,-1,1,-1,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0000000000000002,1,-1.0,-1.0,0.4285714285714285,-1.0,-1.0,-1.0,-0.9999999999999999,0.4545454545454546,0.41935483870967727,-1.0,1.0,0.9999999999999998,-1.0,-1,-1.0,0.709090909090909,-1.0,-0.33333333333333326,-0.2727272727272727,-0.33333333333333326,0.0,0,0.0,0.52,-1.0,0.1428571428571428,-0.5999999999999999,-1.0,-0.8181818181818181,-1.0,-1.0,-1.0,-0.968032442938215,-0.9745226909834453,-0.9771462069839285,-1.0,-1.0
2503,-1,-1,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0000000000000002,-1,1.0,-1.0,-0.1428571428571429,-1.0,-1.0,-1.0,-0.33333333333333326,0.09090909090909105,0.29032258064516125,1.0,-1.0,0.33333333333333326,0.0,1,-0.5,-0.6000000000000001,-1.0,0.3333333333333335,0.09090909090909105,0.3333333333333335,-1.0,-1,-1.0,-0.06666666666666665,-1.0,-0.9999999999999999,-0.9999999999999999,-1.0,-0.8181818181818181,-1.0,-1.0,-1.0,-0.9899877354954076,-0.9921944062392868,-0.9909400383279875,-1.0,-1.0
2041,-1,-1,1,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0000000000000002,1,-1.0,-1.0,0.4285714285714285,-1.0,-1.0,-1.0,1.0,0.09090909090909105,0.29032258064516125,-1.0,1.0,0.0,1.0,-1,0.5,-0.6363636363636365,-1.0,-0.33333333333333326,0.09090909090909105,-0.33333333333333326,0.0,0,0.0,-0.19999999999999996,-1.0,0.1428571428571428,-0.5999999999999999,-1.0,-0.8181818181818181,-1.0,-1.0,-1.0,-0.9794450247590679,-0.9836182209660703,-0.9853523073019981,-1.0,-1.0
2961,-1,-1,1,-1.0,-1.0,-1.0,0.0,-1.0,1.0,1.0000000000000002,1,1.0,-1.0,0.4285714285714285,-1.0,-1.0,-1.0,0.3333333333333335,1.0000000000000002,-0.29032258064516125,-1.0,1.0,0.33333333333333326,0.0,-1,0.0,0.018181818181818077,-1.0,-0.33333333333333326,-0.8181818181818181,-0.33333333333333326,0.0,0,0.0,0.01333333333333342,-1.0,0.1428571428571428,-0.5999999999999999,-1.0,-0.8181818181818181,-1.0,-1.0,-1.0,-0.9908763002618987,-0.9927286493255464,-0.9924179694377868,-1.0,-1.0
1194,1,-1,1,1.0,-1.0,-1.0,-1.0,0.4285714285714285,-1.0,-1.0,-1,1.0,-1.0,-1.0,-1.0,-1.0,-0.6,-0.33333333333333326,-1.0,-1.0,-1.0,-1.0,0.33333333333333326,0.0,-1,-0.5,-0.12727272727272732,-1.0,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,-1,-1.0,0.040000000000000036,1.0,0.1428571428571428,-0.9999999999999999,-1.0,-1.0,-1.0,-0.8154049232758519,-0.9137874837574858,-1.0,-1.0,-1.0,-1.0,-1.0
1667,1,-1,1,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0000000000000002,-1,1.0,-1.0,0.9999999999999999,-1.0,-1.0,-1.0,1.0,0.09090909090909105,-0.29032258064516125,-1.0,1.0,0.33333333333333326,1.0,-1,1.0,0.018181818181818077,-1.0,-0.9999999999999999,0.09090909090909105,-0.9999999999999999,-1.0,-1,-1.0,-0.039999999999999813,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.8181818181818181,-1.0,-1.0,-1.0,-0.9505453150037337,-0.9105294998586271,-0.910368581692933,-1.0,-1.0
682,1,1,-1,1.0,-1.0,-1.0,1.0,0.7142857142857141,-1.0,1.0000000000000002,-1,-1.0,1.0,0.9999999999999999,-1.0,-1.0,-0.19999999999999996,1.0,1.0000000000000002,-0.29032258064516125,-1.0,1.0,-0.33333333333333326,1.0,-1,1.0,0.018181818181818077,-1.0,-0.9999999999999999,-0.8181818181818181,-0.9999999999999999,-1.0,-1,-1.0,-0.5733333333333333,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.8181818181818181,-0.827047873560413,-0.7815429484597508,-0.8979727279925157,-0.9619988038583652,-0.9312504765722567,-1.0,-0.8270478735601422,-1.0
1069,1,-1,1,1.0,1.0,-1.0,-1.0,-0.1428571428571429,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.9999999999999999,-1.0,0.29032258064516125,-1.0,-1.0,0.9999999999999998,-1.0,-1,-1.0,-0.6000000000000001,-1.0,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,-1,-1.0,0.6000000000000001,1.0,0.1428571428571428,-0.9999999999999999,-1.0,-1.0,-1.0,-0.7644804179820088,-0.8900039147822102,-1.0,-1.0,-1.0,-1.0,-1.0
1314,1,-1,1,1.0,-1.0,-1.0,1.0,0.4285714285714285,-1.0,1.0000000000000002,-1,1.0,-1.0,0.9999999999999999,-1.0,-1.0,0.6000000000000001,1.0,0.2727272727272727,-0.3548387096774195,-1.0,1.0,0.33333333333333326,1.0,-1,1.0,-0.38181818181818183,-1.0,-0.9999999999999999,-0.09090909090909083,-0.9999999999999999,-1.0,-1,-1.0,-0.11999999999999988,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.8181818181818181,-0.7006459719665177,-0.6829159101992912,-0.8519103665854866,-0.9342395794212637,-0.8810301244638123,-1.0,-0.7006459719663504,-1.0
192,-1,1,-1,-1.0,1.0,-1.0,-1.0,-0.1428571428571429,-1.0,-1.0,-1,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-0.9999999999999999,-1.0,0.9999999999999998,1.0,-1.0,0.9999999999999998,-1.0,1,-1.0,-0.8181818181818182,-1.0,0.3333333333333335,-1.0,0.3333333333333335,-1.0,-1,-1.0,0.4933333333333334,-1.0,-0.9999999999999999,-0.9999999999999999,-1.0,-1.0,-1.0,-0.9714296867617644,-0.9866566398312377,-1.0,-1.0,-1.0,-1.0,-1.0
1062,1,-1,1,1.0,-1.0,-1.0,1.0,0.9999999999999999,-1.0,-1.0,-1,1.0,-1.0,-1.0,-1.0,-1.0,-0.19999999999999996,1.0,-1.0,-1.0,-1.0,1.0,0.33333333333333326,1.0,-1,0.5,-0.20000000000000007,-1.0,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,-1,-1.0,0.06666666666666687,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-1.0,-1.0,-0.8427112545876589,-0.9265405190686282,-1.0,-1.0,-1.0,-1.0,-1.0
1239,1,-1,1,1.0,1.0,-1.0,-1.0,0.4285714285714285,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.33333333333333326,-1.0,-0.29032258064516125,-1.0,1.0,0.9999999999999998,0.0,-1,-0.5,-0.3090909090909091,-1.0,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,-1,-1.0,0.7600000000000002,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-1.0,-1.0,-0.8024338523382691,-0.907729528779879,-1.0,-1.0,-1.0,-1.0,-1.0
270,-1,-1,1,-1.0,-1.0,1.0,-1.0,0.4285714285714285,1.0,-1.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,0.6000000000000001,-0.33333333333333326,-1.0,0.29032258064516125,-1.0,1.0,0.0,0.0,-1,-0.5,-0.1636363636363637,-1.0,-0.33333333333333326,-1.0,-0.33333333333333326,0.0,0,0.0,-0.2799999999999998,-1.0,0.1428571428571428,-0.5999999999999999,-1.0,-1.0,-1.0,-0.9951166682052387,-0.9951166682053818,-1.0,-1.0,-1.0,-1.0,1.0
266,-1,1,-1,-1.0,-1.0,1.0,-1.0,-0.1428571428571429,1.0,1.0000000000000002,1,-1.0,-1.0,-0.1428571428571429,-1.0,-1.0,0.20000000000000018,-0.33333333333333326,0.2727272727272727,-0.935483870967742,-1.0,1.0,0.0,0.0,-1,-0.5,0.2727272727272727,-1.0,-0.33333333333333326,-0.09090909090909083,-0.33333333333333326,0.0,0,0.0,-0.3866666666666665,-1.0,0.1428571428571428,-0.5999999999999999,-1.0,-0.8181818181818181,-0.9820769671107733,-0.9763375352101092,-0.9763375352101678,-0.9910671611472975,-0.9928807604721566,-1.0,-0.965725583416267,-1.0
1182,1,1,-1,1.0,1.0,-1.0,1.0,0.9999999999999999,-1.0,1.0000000000000002,-1,-1.0,-1.0,0.9999999999999999,-1.0,-1.0,-0.19999999999999996,1.0,0.4545454545454546,0.9354838709677418,-1.0,1.0,0.9999999999999998,1.0,-1,0.5,0.9999999999999998,-1.0,-0.9999999999999999,-0.2727272727272727,-0.9999999999999999,-1.0,-1,-1.0,0.5466666666666669,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.8181818181818181,-0.7467583387874812,-0.6755377190846685,-0.8484644869196378,-0.944016150422983,-0.8987173202726377,-1.0,-0.7467583387873213,-1.0
518,-1,-1,1,-1.0,-1.0,1.0,1.0,0.4285714285714285,1.0,-1.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-0.6,1.0,-1.0,0.29032258064516125,-1.0,1.0,0.0,1.0,-1,0.5,-0.5636363636363637,-1.0,-0.33333333333333326,-1.0,-0.33333333333333326,0.0,0,0.0,-0.3866666666666665,1.0,0.1428571428571428,-0.5999999999999999,-1.0,-1.0,-1.0,-0.9972557236672176,-0.9972557236671901,-1.0,-1.0,-1.0,-1.0,-1.0
658,1,-1,1,1.0,-1.0,-1.0,1.0,0.4285714285714285,-1.0,1.0000000000000002,-1,-1.0,1.0,-0.1428571428571429,-1.0,-1.0,0.20000000000000018,1.0,0.6363636363636365,0.9354838709677418,-1.0,1.0,-0.33333333333333326,1.0,-1,0.5,0.7454545454545454,-1.0,-0.9999999999999999,-0.4545454545454545,-0.9999999999999999,-1.0,-1,-1.0,-0.46666666666666656,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.8181818181818181,-0.6788672003662917,-0.7019020230798281,-0.8607775617142801,-0.929171728917284,-0.8718616681434453,-1.0,-0.6788672003664828,-1.0
2910,-1,1,-1,-1.0,-1.0,1.0,0.0,-1.0,1.0,1.0000000000000002,1,-1.0,-1.0,-0.1428571428571429,-1.0,-1.0,-1.0,0.3333333333333335,0.4545454545454546,-0.3548387096774195,-1.0,1.0,0.0,0.0,-1,0.0,-0.4181818181818182,-1.0,-0.33333333333333326,-0.2727272727272727,-0.33333333333333326,0.0,0,0.0,-0.19999999999999996,-1.0,0.1428571428571428,-0.5999999999999999,-1.0,-0.8181818181818181,-1.0,-1.0,-1.0,-0.9928060273619065,-0.9942665914821102,-0.996090613864981,-1.0,-1.0
1963,-1,1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.8181818181818183,1,-1.0,-1.0,-0.1428571428571429,-1.0,1.0,-1.0,-0.33333333333333326,0.6363636363636365,-0.935483870967742,-1.0,1.0,-0.6666666666666666,0.0,-1,-0.5,0.49090909090909074,-1.0,-0.33333333333333326,-0.6363636363636362,-0.33333333333333326,0.0,0,0.0,-0.7066666666666666,-1.0,0.1428571428571428,-0.5999999999999999,-1.0,-0.6363636363636362,-1.0,-1.0,-1.0,-0.5604015130806721,-0.6496514740626277,-0.6488355888534678,-1.0,-1.0
2239,-1,1,-1,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,1.0000000000000002,-1,-1.0,-1.0,0.4285714285714285,1.0,1.0,-1.0,0.3333333333333335,0.2727272727272727,0.9999999999999998,1.0,1.0,-1.0,0.0,1,0.0,-0.8181818181818182,-1.0,0.3333333333333335,-0.09090909090909083,0.3333333333333335,-1.0,-1,-1.0,-0.9733333333333333,1.0,-0.9999999999999999,-0.9999999999999999,-1.0,-0.8181818181818181,-1.0,-1.0,-1.0,-0.9943656173274273,-0.9956074170618952,-0.9953023076754892,-1.0,-1.0
803,1,-1,1,1.0,1.0,-1.0,0.0,0.4285714285714285,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-0.19999999999999996,0.3333333333333335,-1.0,0.9354838709677418,-1.0,1.0,0.9999999999999998,0.0,-1,0.0,-0.8909090909090909,-1.0,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,-1,-1.0,0.30666666666666687,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-1.0,-1.0,-0.6562527189399063,-0.8394577007272879,-1.0,-1.0,-1.0,-1.0,-1.0
1658,1,1,-1,1.0,-1.0,-1.0,0.0,-1.0,-1.0,1.0000000000000002,-1,-1.0,-1.0,0.9999999999999999,-1.0,-1.0,-1.0,0.3333333333333335,-0.2727272727272727,-0.3548387096774195,-1.0,1.0,0.6666666666666667,0.0,-1,0.0,0.38181818181818183,1.0,-0.9999999999999999,0.4545454545454546,-0.9999999999999999,-1.0,-1,-1.0,0.20000000000000018,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.8181818181818181,-1.0,-1.0,-1.0,-0.8881834618570124,-0.7977081121338481,-0.7962448796719768,-1.0,-1.0
