,CL1R,CL7R,CL5R,CT2BIN,CL2R,DEMOC,MOD,FEMALE,COLGRD,CON,CL9R,WWWWHITE,SOMCOL,W12WHITE,REPUB,INDEP,CL8R,BABS,COMHS,IWER3,PTYID3,AGE65PLM,AGE4049M,CD4A_A,W12EDUC3,WWWBLACK,LIB,CD8,W2TOTCL,AGE5059M,FIPCOM,VPROUD,IDEO3,AGE3039,STRATA,DOG6R,W1TRUAM2,CT1A,DOG4R,CD7_A,SEC8,COMPLET2,ADVDEG,WWWHOMLN,SEC5,PROUD,CENSDIV,EDUCAT4,AGE1829,F2,INCA,GT2,W2CIVLIB,CL7,CL2,P17_A,CL5,INCOME,AGE6064M,CL6B,WWWAGEC1,WWWEDU3,FIP2,CL4A,CL9,CL10R,WWWEDU5,MEANFR,B1,W1STATE,CD5A,FIP1,CL1,CL8,SEC4,W2SECURE,WWWHISP,W12HISP,RAC3,WWWRACE3,W12RACE4,WWWRACE4,WWWAGE,NEWRACE,CD6,POLINT,LOPROU,B2,CLPROP,MNDOG,LTHS,IWER1,V1_B,DOG2R,USAWT2RC,P1,WWWBRNUS,DOG3R,DOG5R,CL10
796,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1,-1.0,-0.9999999999999999,-1.0,1.0,0.9999999999999999,1.0,-1.0,-1.0,1.0,0.0,0.6000000000000001,-0.9999999999999999,-0.5,-0.75,-0.4285714285714285,-1.0,-1.0,-1.0,1.0,-1.0,0.41935483870967727,0.3333333333333335,-1.0,0.3333333333333335,-1.0,0.0,-1.0,0.1428571428571428,-0.9999999999999999,-0.9999999999999999,0.1428571428571428,-0.25,-1.0,0.5,0.33333333333333326,0.0,-0.9999999999999999,0.5,0.7142857142857144,1.0,0.0,-0.19999999999999973,-1.0,0.709090909090909,0.1428571428571428,-0.9999999999999999,0.1428571428571428,0.33333333333333326,0.3333333333333335,-1.0,-1,-1.0,-1.0,-1,-0.9999999999999999,-0.9999999999999999,-0.08823529411764719,-1.0,-0.11111111111111116,0.3333333333333335,-1.0,0.1428571428571428,0.40845070422544505,0.3333333333333499,-1.0,1.0,-1.0,-0.25,-1.0,-1.0,1.0,0.0,-1.0,0.1428571428571428
1074,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1,-1.0,-0.9999999999999999,-1.0,-1.0,0.4285714285714285,1.0,-1.0,-1.0,1.0,-0.25,0.20000000000000018,1.0,-1.0,-0.75,-0.1428571428571428,-1.0,1.0,-1.0,0.3333333333333335,-1.0,0.41935483870967727,1.0,-1.0,1.0,-1.0,0.0,-1.0,0.1428571428571428,0.1428571428571428,-0.9999999999999999,-0.9999999999999999,-0.25,-1.0,0.5,0.9999999999999998,1.0,-0.9999999999999999,0.5,0.1428571428571428,1.0,1.0,-0.8666666666666666,-1.0,0.4181818181818182,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.33333333333333326,0.3333333333333335,-1.0,-1,-1.0,-1.0,-1,-0.9999999999999999,-0.9999999999999999,0.7058823529411762,-1.0,-0.11111111111111116,1.0,-1.0,-0.9999999999999999,0.40845070422544505,0.1666666666666501,-1.0,1.0,-1.0,0.0,-1.0,-1.0,1.0,-1.0,0.5,0.1428571428571428
457,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,1,-1.0,1.0000000000000004,1.0000000000000002,-1.0,0.4285714285714285,-1.0,-1.0,1.0,0.0,-0.25,0.20000000000000018,-0.33333333333333326,-1.0,0.0,-0.1428571428571428,1.0,1.0,-1.0,-0.33333333333333326,1.0,-0.935483870967742,1.0,-1.0,1.0,-1.0,-1.0,0.6363636363636365,0.1428571428571428,0.1428571428571428,-0.9999999999999999,-0.9999999999999999,-0.25,-1.0,0.5,-0.33333333333333326,1.0,-0.9999999999999999,0.5,-0.9999999999999999,1.0,1.0,-0.9999999999999999,-1.0,0.2727272727272727,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.33333333333333326,1.0,-0.4545454545454545,-1,-1.0,0.0,0,-0.33333333333333326,-0.33333333333333326,-0.6176470588235295,0.0,-0.7777777777777778,1.0,-1.0,-0.9999999999999999,0.12676056338040653,-0.25,-1.0,1.0,1.0,-1.0,-0.94625034919205,-0.5,1.0,-0.25,-1.0,0.1428571428571428
1510,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,1.0,-0.9999999999999999,1.0000000000000002,-1.0,0.9999999999999999,-1.0,1.0,-1.0,1.0,-0.75,-1.0,-0.33333333333333326,-1.0,0.75,-0.7142857142857142,-1.0,-1.0,-1.0,0.3333333333333335,1.0,0.9354838709677418,1.0,1.0,1.0,-1.0,-1.0,0.6363636363636365,-0.9999999999999999,0.1428571428571428,0.7142857142857144,-0.9999999999999999,-0.25,-1.0,0.5,-0.6666666666666666,1.0,-0.9999999999999999,-1.0,0.1428571428571428,1.0,0.5,-0.5999999999999999,0.0,0.05454545454545445,0.1428571428571428,-0.9999999999999999,0.1428571428571428,0.33333333333333326,-0.33333333333333326,-0.4545454545454545,-1,-1.0,-1.0,-1,-0.9999999999999999,-0.9999999999999999,-0.7941176470588237,-1.0,-0.11111111111111116,0.3333333333333335,-1.0,0.1428571428571428,0.7464788732394403,-0.4166666666666501,-1.0,1.0,-0.5,-0.25,-1.0,-0.5,1.0,-0.75,-0.5,0.1428571428571428
347,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1,-1.0,0.20000000000000018,-1.0,-1.0,-0.1428571428571429,1.0,0.0,-1.0,0.0,-0.25,1.0,-0.9999999999999999,1.0,0.75,-0.9999999999999999,-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.29032258064516125,-0.33333333333333326,-1.0,-0.9999999999999999,-1.0,0.0,-1.0,0.1428571428571428,-0.9999999999999999,-0.1428571428571428,0.1428571428571428,-0.25,-1.0,0.5,0.9999999999999998,0.0,0.1428571428571428,0.5,-0.9999999999999999,-1.0,-0.5,1.0,1.0,-0.6000000000000001,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.33333333333333326,-0.9999999999999999,-1.0,-1,-1.0,0.0,0,-0.33333333333333326,-0.33333333333333326,0.3235294117647056,0.0,-0.11111111111111116,-0.33333333333333326,-1.0,-0.9999999999999999,-0.15492957746488512,0.5833333333333499,-1.0,1.0,-1.0,-0.25,-1.0,-1.0,1.0,-0.25,0.5,-0.9999999999999999
3164,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1,-1.0,0.20000000000000018,0.8181818181818183,-1.0,0.4285714285714285,1.0,0.0,-1.0,1.0,-0.75,-1.0,-0.9999999999999999,-0.5,-0.75,-0.9999999999999999,-1.0,-1.0,-1.0,0.3333333333333335,-1.0,-0.29032258064516125,-0.33333333333333326,-1.0,-0.9999999999999999,-1.0,-1.0,-0.2727272727272727,0.1428571428571428,-0.9999999999999999,-0.1428571428571428,-0.9999999999999999,-0.25,-1.0,0.5,0.9999999999999998,0.0,-0.9999999999999999,0.0,-0.9999999999999999,1.0,-0.5,0.8666666666666667,-1.0,-0.054545454545454564,0.1428571428571428,0.1428571428571428,-0.9999999999999999,0.33333333333333326,-0.9999999999999999,0.2727272727272727,-1,-1.0,-1.0,-1,-0.9999999999999999,-0.9999999999999999,0.7058823529411762,-1.0,-0.11111111111111116,1.0,-1.0,-0.9999999999999999,-0.4366197183099234,0.3333333333333499,-1.0,1.0,-1.0,0.0,-1.0,-1.0,1.0,0.0,0.5,0.1428571428571428
2769,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,1.0,0.0,1,-1.0,1.0000000000000004,1.0000000000000002,1.0,-0.1428571428571429,-1.0,-1.0,-1.0,0.0,-0.25,-1.0,-0.9999999999999999,0.5,-1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-0.33333333333333326,1.0,-0.3548387096774195,0.3333333333333335,-1.0,-0.9999999999999999,-1.0,-1.0,0.6363636363636365,0.1428571428571428,0.1428571428571428,-0.9999999999999999,0.1428571428571428,0.0,-1.0,0.0,0.33333333333333326,0.0,0.1428571428571428,0.0,0.1428571428571428,1.0,0.0,0.8666666666666667,1.0,-0.09090909090909094,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.33333333333333326,-0.9999999999999999,-0.4545454545454545,-1,-1.0,0.0,0,-0.33333333333333326,-0.33333333333333326,0.02941176470588225,0.0,0.33333333333333326,0.3333333333333335,-1.0,-0.9999999999999999,0.7464788732394403,0.5833333333333499,-1.0,1.0,1.0,0.0,-1.0,-0.5,1.0,0.0,1.0,0.1428571428571428
1460,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,0.0,-1.0,1.0,1.0,0.0,1,-1.0,-0.19999999999999973,-1.0,-1.0,-0.1428571428571429,-1.0,-1.0,-1.0,1.0,-0.25,0.6000000000000001,-0.9999999999999999,1.0,0.0,-0.7142857142857142,-1.0,-1.0,-1.0,-0.33333333333333326,1.0,-0.3548387096774195,0.3333333333333335,-1.0,-0.33333333333333326,0.0,0.0,-1.0,0.1428571428571428,-0.9999999999999999,-0.9999999999999999,0.1428571428571428,-0.5,-1.0,0.5,0.0,0.0,0.1428571428571428,-1.0,-0.9999999999999999,1.0,0.0,0.3333333333333335,-1.0,0.38181818181818183,0.1428571428571428,0.1428571428571428,1.0,0.33333333333333326,-0.9999999999999999,-1.0,-1,-1.0,0.0,0,-0.33333333333333326,-0.33333333333333326,-0.23529411764705888,0.0,-0.11111111111111116,0.3333333333333335,-1.0,-0.9999999999999999,-0.15492957746488512,0.5833333333333499,-1.0,1.0,-1.0,0.0,-1.0,-0.5,1.0,0.0,-0.5,0.1428571428571428
959,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-0.9999999999999999,0.8181818181818183,-1.0,0.9999999999999999,1.0,-1.0,1.0,1.0,-0.75,0.6000000000000001,1.0,-1.0,0.75,-0.7142857142857142,-1.0,-1.0,-1.0,1.0,-1.0,0.35483870967741926,-0.33333333333333326,-1.0,1.0,-1.0,0.0,0.2727272727272727,0.1428571428571428,-0.9999999999999999,-0.9999999999999999,0.1428571428571428,0.75,-1.0,0.5,-0.33333333333333326,0.0,-0.9999999999999999,0.0,0.1428571428571428,1.0,-0.5,-0.9999999999999999,-1.0,-0.2727272727272728,0.1428571428571428,-0.9999999999999999,-0.9999999999999999,-1.0,0.3333333333333335,-0.2727272727272727,-1,-1.0,-1.0,-1,-0.9999999999999999,-0.9999999999999999,-0.6176470588235295,-1.0,-0.11111111111111116,0.3333333333333335,-1.0,-0.9999999999999999,-0.15492957746488512,-0.1666666666666501,-1.0,1.0,1.0,0.0,-0.6194696003554103,-1.0,1.0,-0.75,-1.0,0.1428571428571428
553,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,0.0,-1,-1.0,-0.9999999999999999,1.0000000000000002,1.0,0.9999999999999999,1.0,0.0,-1.0,1.0,-0.75,-0.6,0.3333333333333335,-1.0,0.75,-0.4285714285714285,-1.0,-1.0,-1.0,0.3333333333333335,-1.0,0.29032258064516125,0.3333333333333335,-1.0,-0.33333333333333326,-1.0,-1.0,0.8181818181818183,-0.9999999999999999,0.1428571428571428,-0.1428571428571428,0.1428571428571428,0.75,-1.0,0.5,0.33333333333333326,0.0,-0.9999999999999999,0.5,0.1428571428571428,1.0,0.0,-0.06666666666666665,-1.0,0.8181818181818181,0.1428571428571428,-0.9999999999999999,0.1428571428571428,0.33333333333333326,0.3333333333333335,-0.6363636363636362,-1,-1.0,-1.0,-1,-0.9999999999999999,-0.9999999999999999,0.1470588235294117,-1.0,-1.0,0.3333333333333335,-1.0,-0.9999999999999999,0.9718309859155216,-0.66666666666665,-1.0,1.0,-0.75,-1.0,-0.8730946418507483,-1.0,1.0,-0.75,-0.5,0.1428571428571428
1167,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-0.9999999999999999,1.0000000000000002,1.0,-0.1428571428571429,-1.0,-1.0,-1.0,1.0,-0.25,-0.19999999999999996,1.0,-1.0,0.0,-0.7142857142857142,-1.0,-1.0,-1.0,-0.33333333333333326,1.0,-1.0,-0.33333333333333326,-1.0,0.3333333333333335,-1.0,0.0,0.2727272727272727,0.1428571428571428,-0.9999999999999999,-0.9999999999999999,-0.9999999999999999,0.5,-1.0,0.0,0.33333333333333326,0.0,0.1428571428571428,0.0,0.1428571428571428,1.0,-0.5,-0.06666666666666665,-1.0,-0.12727272727272732,0.1428571428571428,0.1428571428571428,-0.9999999999999999,0.9999999999999998,-0.9999999999999999,-0.09090909090909083,-1,-1.0,-1.0,-1,-0.9999999999999999,-0.9999999999999999,-0.02941176470588247,-1.0,-0.7777777777777778,-0.33333333333333326,-1.0,-0.9999999999999999,-0.4366197183099234,0.1666666666666501,-1.0,1.0,-0.75,0.0,0.2129187125887062,-0.5,1.0,-0.25,-1.0,0.1428571428571428
908,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,0.20000000000000018,-1.0,-1.0,-0.1428571428571429,1.0,0.0,-1.0,1.0,-0.75,-0.6,-0.9999999999999999,-0.5,0.75,-0.4285714285714285,-1.0,-1.0,1.0,1.0,-1.0,0.41935483870967727,-0.9999999999999999,-1.0,1.0,-1.0,-1.0,-1.0,0.1428571428571428,-0.9999999999999999,-0.1428571428571428,0.1428571428571428,-0.25,1.0,-1.0,0.6666666666666667,-1.0,0.1428571428571428,-1.0,0.7142857142857144,-1.0,-1.0,-0.5999999999999999,-1.0,-0.23636363636363644,-0.9999999999999999,0.1428571428571428,0.1428571428571428,0.33333333333333326,-0.33333333333333326,-1.0,1,1.0,-1.0,-1,0.3333333333333335,0.3333333333333335,0.2941176470588234,-1.0,-0.7777777777777778,-0.33333333333333326,-1.0,-0.9999999999999999,0.12676056338040653,0.25,1.0,1.0,-1.0,0.0,-1.0,-1.0,1.0,0.0,-0.5,-0.9999999999999999
1081,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1.0,-0.5999999999999999,-1.0,-1.0,0.4285714285714285,1.0,0.0,-1.0,1.0,-0.25,-0.19999999999999996,-0.33333333333333326,-1.0,-0.75,-0.7142857142857142,-1.0,-1.0,1.0,1.0,-1.0,0.9354838709677418,1.0,1.0,0.3333333333333335,-1.0,0.0,-1.0,0.1428571428571428,0.1428571428571428,-0.1428571428571428,-0.9999999999999999,0.75,-1.0,0.5,-1.0,1.0,-0.9999999999999999,0.0,0.1428571428571428,1.0,0.5,-0.19999999999999973,-1.0,-0.4545454545454546,-0.9999999999999999,0.1428571428571428,-0.9999999999999999,0.33333333333333326,-0.33333333333333326,-1.0,1,1.0,-1.0,-1,0.3333333333333335,0.3333333333333335,-0.9705882352941178,-1.0,-0.7777777777777778,-0.33333333333333326,-1.0,-0.9999999999999999,0.12676056338040653,0.1666666666666501,-1.0,1.0,-1.0,-0.25,-1.0,-1.0,1.0,0.0,-1.0,0.1428571428571428
1731,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,0.0,-1,-1.0,0.20000000000000018,1.0000000000000002,-1.0,0.9999999999999999,1.0,-1.0,-1.0,1.0,-0.25,-1.0,1.0,1.0,0.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.9999999999999998,0.3333333333333335,-1.0,1.0,0.0,-1.0,-0.2727272727272727,0.1428571428571428,-0.9999999999999999,-0.9999999999999999,-0.9999999999999999,-0.5,-1.0,0.5,0.9999999999999998,0.0,-0.9999999999999999,0.5,-0.9999999999999999,-1.0,0.0,-0.9999999999999999,-1.0,-0.8181818181818182,0.1428571428571428,-0.9999999999999999,-0.9999999999999999,0.33333333333333326,1.0,0.4545454545454546,-1,-1.0,-1.0,-1,-0.9999999999999999,-0.9999999999999999,0.6470588235294117,-1.0,0.5555555555555554,0.3333333333333335,-1.0,-0.9999999999999999,-0.5211267605633589,-0.4166666666666501,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-0.9999999999999999
1268,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1,-1.0,1.0000000000000004,1.0000000000000002,-1.0,0.7142857142857141,1.0,0.0,-1.0,1.0,-1.0,0.6000000000000001,0.3333333333333335,-1.0,-0.75,-0.9999999999999999,-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.29032258064516125,1.0,-1.0,-0.33333333333333326,-1.0,0.0,0.6363636363636365,-0.9999999999999999,-0.9999999999999999,-0.1428571428571428,0.1428571428571428,0.0,-1.0,-1.0,0.0,1.0,-0.9999999999999999,-1.0,-0.9999999999999999,1.0,0.5,0.8666666666666667,-1.0,0.8181818181818181,0.1428571428571428,0.7142857142857144,0.1428571428571428,-1.0,-0.9999999999999999,-0.4545454545454545,-1,-1.0,-1.0,-1,-0.9999999999999999,-0.9999999999999999,-0.1470588235294119,-1.0,-0.11111111111111116,0.3333333333333335,-1.0,-0.9999999999999999,0.12676056338040653,-0.08333333333334991,-1.0,1.0,-1.0,-0.25,-0.6494260315835994,-1.0,1.0,0.0,-0.5,0.1428571428571428
890,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1,-1.0,-0.9999999999999999,1.0000000000000002,-1.0,0.4285714285714285,1.0,0.0,-1.0,1.0,0.0,1.0,-0.33333333333333326,0.5,0.75,-0.7142857142857142,-1.0,-1.0,1.0,-0.33333333333333326,-1.0,-0.935483870967742,-0.33333333333333326,-1.0,-0.9999999999999999,-1.0,0.75,0.09090909090909105,0.1428571428571428,-0.9999999999999999,-0.1428571428571428,-0.9999999999999999,0.0,-1.0,0.0,0.9999999999999998,0.0,-0.9999999999999999,0.5,0.1428571428571428,1.0,-0.5,1.0,-1.0,0.49090909090909074,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.33333333333333326,-0.9999999999999999,0.09090909090909105,-1,-1.0,-1.0,-1,-0.9999999999999999,-0.9999999999999999,0.38235294117647034,-1.0,-0.7777777777777778,1.0,-1.0,-0.9999999999999999,0.12676056338040653,0.6666666666666501,-1.0,1.0,-0.75,0.0,1.0,-1.0,1.0,0.0,-0.5,0.1428571428571428
1313,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1.0,-0.5999999999999999,-1.0,1.0,0.9999999999999999,1.0,-1.0,-1.0,1.0,-0.75,0.6000000000000001,-0.33333333333333326,-1.0,-0.75,-0.4285714285714285,1.0,-1.0,-1.0,0.3333333333333335,-1.0,0.29032258064516125,1.0,-1.0,0.3333333333333335,1.0,-1.0,-1.0,-0.9999999999999999,0.1428571428571428,-0.9999999999999999,0.1428571428571428,1.0,-1.0,0.5,0.33333333333333326,1.0,-0.9999999999999999,-1.0,0.1428571428571428,1.0,0.5,-0.19999999999999973,-1.0,0.8181818181818181,0.1428571428571428,-0.9999999999999999,-0.9999999999999999,0.33333333333333326,-0.33333333333333326,-1.0,-1,-1.0,-1.0,-1,-0.9999999999999999,-0.9999999999999999,0.02941176470588225,-1.0,-0.11111111111111116,0.3333333333333335,-1.0,-0.9999999999999999,0.6901408450704831,-0.3333333333333499,-1.0,1.0,-1.0,-0.25,-1.0,-1.0,1.0,-0.25,-1.0,0.1428571428571428
2383,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,0.0,-1,-1.0,1.0000000000000004,1.0000000000000002,1.0,0.9999999999999999,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-0.33333333333333326,-1.0,0.0,-0.7142857142857142,-1.0,-1.0,1.0,-0.33333333333333326,-1.0,0.41935483870967727,0.3333333333333335,-1.0,1.0,-1.0,0.0,0.09090909090909105,0.1428571428571428,-0.9999999999999999,-0.1428571428571428,0.1428571428571428,-0.25,-1.0,-1.0,0.33333333333333326,0.0,-0.9999999999999999,0.5,0.1428571428571428,1.0,0.0,-0.5999999999999999,-1.0,0.709090909090909,-0.9999999999999999,-0.9999999999999999,-0.9999999999999999,0.33333333333333326,-0.9999999999999999,0.09090909090909105,1,1.0,-1.0,-1,0.3333333333333335,0.3333333333333335,-2.220446049250313e-16,-1.0,-0.7777777777777778,0.3333333333333335,-1.0,-0.9999999999999999,-0.014084507042239292,-0.75,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.75,-0.5,0.1428571428571428
1708,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,1.0,-1,-1.0,-0.9999999999999999,1.0000000000000002,1.0,0.9999999999999999,1.0,0.0,-1.0,1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.0,-0.7142857142857142,-1.0,-1.0,-1.0,-0.33333333333333326,-1.0,-0.935483870967742,1.0,-1.0,1.0,-1.0,-1.0,0.6363636363636365,-0.9999999999999999,0.1428571428571428,-0.1428571428571428,0.1428571428571428,0.75,-1.0,0.5,0.33333333333333326,1.0,-0.9999999999999999,-1.0,0.1428571428571428,1.0,0.5,-0.33333333333333326,-1.0,0.2727272727272727,0.1428571428571428,-0.9999999999999999,0.1428571428571428,0.33333333333333326,-0.9999999999999999,-0.4545454545454545,-1,-1.0,-1.0,-1,-0.9999999999999999,-0.9999999999999999,0.0588235294117645,-1.0,-0.11111111111111116,0.3333333333333335,-1.0,0.1428571428571428,0.7464788732394403,-0.58333333333335,-1.0,1.0,-0.75,-1.0,-1.0,-1.0,1.0,-0.75,-1.0,0.1428571428571428
1297,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,1.0,-1,-1.0,-0.9999999999999999,-1.0,-1.0,0.9999999999999999,1.0,0.0,1.0,1.0,-1.0,-0.19999999999999996,0.3333333333333335,-1.0,0.0,-0.7142857142857142,-1.0,-1.0,-1.0,0.3333333333333335,-1.0,-1.0,1.0,-1.0,0.3333333333333335,-1.0,0.0,-1.0,-0.9999999999999999,-0.9999999999999999,-0.1428571428571428,0.1428571428571428,0.75,-1.0,0.0,-0.33333333333333326,1.0,-0.9999999999999999,-1.0,-0.9999999999999999,1.0,0.5,0.4666666666666668,-1.0,-0.12727272727272732,0.1428571428571428,-0.9999999999999999,-0.9999999999999999,0.33333333333333326,-0.9999999999999999,-1.0,-1,-1.0,-1.0,-1,-0.9999999999999999,-0.9999999999999999,-0.5588235294117649,-1.0,-0.11111111111111116,1.0,-1.0,-0.9999999999999999,0.12676056338040653,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.1428571428571428
2049,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1,-1.0,-0.19999999999999973,1.0000000000000002,-1.0,-0.1428571428571429,1.0,0.0,-1.0,0.0,0.0,-1.0,0.3333333333333335,1.0,0.75,-0.9999999999999999,-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,-0.3548387096774195,-0.33333333333333326,-1.0,-0.9999999999999999,0.0,-1.0,0.09090909090909105,0.1428571428571428,-0.9999999999999999,-0.1428571428571428,-0.9999999999999999,-1.0,-1.0,0.5,0.9999999999999998,0.0,0.1428571428571428,0.75,0.1428571428571428,1.0,-0.5,1.0,0.0,-0.4181818181818182,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.33333333333333326,-0.9999999999999999,0.09090909090909105,-1,-1.0,0.0,0,-0.33333333333333326,-0.33333333333333326,0.44117647058823506,0.0,0.5555555555555554,1.0,-1.0,0.1428571428571428,-0.014084507042239292,0.0,-1.0,1.0,-0.75,-1.0,-1.0,-1.0,1.0,-1.0,1.0,0.1428571428571428
668,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,0.0,-1.0,1.0,1.0,-1.0,-1,-1.0,-0.5999999999999999,-1.0,-1.0,0.4285714285714285,1.0,-1.0,-1.0,1.0,-0.25,1.0,1.0,0.5,0.0,-0.9999999999999999,1.0,-1.0,-1.0,0.3333333333333335,-1.0,0.29032258064516125,-0.33333333333333326,-1.0,-0.9999999999999999,1.0,-1.0,-1.0,-0.9999999999999999,0.1428571428571428,-0.9999999999999999,-0.9999999999999999,1.0,-1.0,0.0,0.0,0.0,0.1428571428571428,-1.0,-0.9999999999999999,1.0,-0.5,0.4666666666666668,-1.0,0.9272727272727272,0.1428571428571428,-0.9999999999999999,0.1428571428571428,-1.0,-0.33333333333333326,-1.0,-1,-1.0,1.0,1,1.0,1.0,-0.20588235294117663,1.0,0.7777777777777777,1.0,-1.0,-0.9999999999999999,0.12676056338040653,0.5,-1.0,1.0,1.0,-0.25,-1.0,-1.0,1.0,-0.25,0.5,0.1428571428571428
